1, 1, heb, transcription, </supplied>1, texts/xml/jeru0194.xml
ות, ות, heb, transcription, ות</supplied>, texts/xml/jord0001.xml
ות, ות, heb, transcription, ות, texts/xml/jord0001.xml
ז, ז, heb, transcription, </unclear>ז, texts/xml/jord0001.xml
זבדיא, זבדיא, heb, transcription, ז</supplied>בדיא</p></div>, texts/xml/masa0399.xml
זה, זה, heb, transcription, זה, texts/xml/beth0227.xml
זה, זה, heb, transcription, זה, texts/xml/beth0228.xml
זה, זה, heb, transcription, זה, texts/xml/dabb0006.xml
זה, זה, heb, transcription, </lb>זה, texts/xml/jeru0303.xml
זה, זה, heb, transcription, זה, texts/xml/jord0001.xml
זהום, זהום, heb, transcription, זה</supplied>ום, texts/xml/jaff0054.xml
זהל, זהל, heb, transcription, זהל</supplied>, texts/xml/beth0248.xml
זו, זו, heb, transcription, זו</gap></p></div>, texts/xml/beth0245.xml
זו, זו, heb, transcription, זו, texts/xml/beth0250.xml
זו, זו, heb, transcription, זו, texts/xml/jord0001.xml
זו, זו, heb, transcription, זו, texts/xml/jord0001.xml
זוא, זוא, heb, transcription, זוא, texts/xml/beth0244.xml
זונ, זונ, heb, transcription, זונ</supplied>, texts/xml/beth0246.xml
זי, זי, heb, transcription, זי, texts/xml/jeru0236.xml
זירב, זירב, heb, transcription, זי</supplied>רב, texts/xml/mger0037.xml
זכר, זכר, heb, transcription, </lb>זכר, texts/xml/beth0247.xml
זכר, זכר, heb, transcription, זכר, texts/xml/beth0248.xml
זכר, זכר, heb, transcription, ז</supplied>כר</unclear>, texts/xml/masa0418.xml
זכריה, זכריה, heb, transcription, זכריה</supplied>, texts/xml/masa0477.xml
זקה, זקה, heb, transcription, זקה, texts/xml/sepp0007.xml
זקי, זקי, heb, transcription, זקי</supplied>, texts/xml/huqo0001.xml
ח, ח, heb, transcription, ח, texts/xml/jord0001.xml
ח, ח, heb, transcription, ח</gap></gap></p></div>, texts/xml/masa0387.xml
ח, ח, heb, transcription, ח</unclear>, texts/xml/qumr0001.xml
חביב, חביב, heb, transcription, חביב, texts/xml/jord0001.xml
חבל, חבל, heb, transcription, </lb>חבל</unclear>, texts/xml/beth0261.xml
חבל, חבל, heb, transcription, חבל</p></div>, texts/xml/beth0281.xml
חגי, חגי, heb, transcription, חגי, texts/xml/jeru0186.xml
חגי, חגי, heb, transcription, חגי, texts/xml/jeru0186.xml
חדו, חדו, heb, transcription, חדו, texts/xml/elji0002.xml
חדן, חדן, heb, transcription, (?חדן), texts/xml/elji0002.xml
חודשים, חודשים, heb, transcription, חודשים, texts/xml/beth0237.xml
חוני, חוני, heb, transcription, חוני</p></div>, texts/xml/masa0433.xml
חוניה, חוניה, heb, transcription, חוניה</p></div>, texts/xml/masa0505.xml
חוקותיו, חוקותיו, heb, transcription, חוקותיו, texts/xml/ahma0001.xml
חזיר, חזיר, heb, transcription, חזיר</p></div>, texts/xml/jeru0303.xml
חזקיה, חזקיה, heb, transcription, חזקיה</p></div>, texts/xml/masa0385.xml
חזקיל, חזקיל, heb, transcription, חזקיל, texts/xml/jeru0095.xml
חזקין, חזקין, heb, transcription, חזקין</p></div>, texts/xml/masa0386.xml
חמשה, חמשה, heb, transcription, חמשה, texts/xml/jord0001.xml
חנארו, חנארו, heb, transcription, </unclear></unclear></unclear></unclear>חנארו, texts/xml/jord0001.xml
חנה, חנה, heb, transcription, חנה</p></div>, texts/xml/akld0011.xml
חנה, חנה, heb, transcription, חנה</p></div>, texts/xml/akld0012.xml
חני, חני, heb, transcription, </lb></gap>חני, texts/xml/jeru0236.xml
חני, חני, heb, transcription, חני, texts/xml/qumr0001.xml
חניה, חניה, heb, transcription, חניה, texts/xml/jeru0303.xml
חניה, חניה, heb, transcription, חניה, texts/xml/jeru0303.xml
חנין, חנין, heb, transcription, </supplied>חנין, texts/xml/jeru0177.xml
חנינא, חנינא, heb, transcription, </lb>חנינא, texts/xml/masa0484.xml
חנינא, חנינא, heb, transcription, חנינא</p></div>, texts/xml/masa0488.xml
חננ, חננ, heb, transcription, </lb>חננ, texts/xml/jeru0148.xml
חנני, חנני, heb, transcription, חנני</supplied>, texts/xml/masa0461.xml
חנניה, חנניה, heb, transcription, </lb></gap>חנניה, texts/xml/jaff0057.xml
חנניה, חנניה, heb, transcription, </lb>חנניה, texts/xml/jeru0040.xml
חנניה, חנניה, heb, transcription, </lb>חנניה, texts/xml/jeru0162.xml
חנניה, חנניה, heb, transcription, </lb>חנניה, texts/xml/jeru0193.xml
חנניה, חנניה, heb, transcription, חנניה</p></div>, texts/xml/masa0392.xml
חנניה, חנניה, heb, transcription, </lb>חנניה, texts/xml/shap0002.xml
חנניה, חנניה, heb, transcription, </lb>חנניה, texts/xml/shap0002.xml
חנניה, חנניה, heb, transcription, </lb>חנניה, texts/xml/shap0003.xml
חנניה, חנניה, heb, transcription, </lb>חנניה, texts/xml/shap0003.xml
חסד, חסד, heb, transcription, חסד, texts/xml/jord0001.xml
חסד, חסד, heb, transcription, </unclear></unclear></unclear></unclear>חסד, texts/xml/jord0001.xml
חת, חת, heb, transcription, חת, texts/xml/jord0001.xml
חתומפותביות, חתומפותביות, heb, transcription, ח</unclear>/תו</unclear>מ/פות</unclear>בי/ות, texts/xml/qumr0001.xml
ט, ט, heb, transcription, ט</p></div>, texts/xml/masa0445.xml
טב, טב, heb, transcription, טב, texts/xml/sepp0002.xml
טבחי, טבחי, heb, transcription, טבחי, texts/xml/jord0001.xml
טבלה, טבלה, heb, transcription, טבלה, texts/xml/beth0229.xml
טבלה, טבלה, heb, transcription, טבלה</supplied>, texts/xml/sepp0010.xml
טבת, טבת, heb, transcription, טבת</supplied>, texts/xml/tibe0009.xml
טהור, טהור, heb, transcription, טהור</p></div>, texts/xml/masa0456.xml
טהר, טהר, heb, transcription, </gap>טהר</gap></p></div>, texts/xml/masa0449.xml
טובי, טובי, heb, transcription, טובי</p></div>, texts/xml/masa0409.xml
טלה, טלה, heb, transcription, טלה, texts/xml/tibe0001.xml
י, י, heb, transcription, </gap>י, texts/xml/beth0259.xml
י, י, heb, transcription, י</unclear>, texts/xml/beth0265.xml
י, י, heb, transcription, </unclear></unclear></unclear>י, texts/xml/jord0001.xml
י, י, heb, transcription, י</supplied>, texts/xml/jord0001.xml
י, י, heb, transcription, </gap>י</supplied>, texts/xml/jord0001.xml
י, י, heb, transcription, </unclear></unclear></gap>י, texts/xml/jord0001.xml
י, י, heb, transcription, י, texts/xml/jord0001.xml
י, י, heb, transcription, י, texts/xml/jord0001.xml
י, י, heb, transcription, י, texts/xml/jord0001.xml
י, י, heb, transcription, י, texts/xml/laha0003.xml
י, י, heb, transcription, י</gap></p></div>, texts/xml/masa0518.xml
י, י, heb, transcription, </gap>י</unclear>, texts/xml/masa0546.xml
י, י, heb, transcription, י</unclear>, texts/xml/qumr0001.xml
י, י, heb, transcription, י</unclear>, texts/xml/sepp0001.xml
י, י, heb, transcription, י</unclear>, texts/xml/sepp0007.xml
יאמר, יאמר, heb, transcription, יאמר, texts/xml/jord0001.xml
יד, יד, heb, transcription, </gap></unclear></unclear></unclear></unclear></unclear></unclear></unclear>יד, texts/xml/jord0001.xml
יה, יה, heb, transcription, יה</supplied>, texts/xml/jord0001.xml
יה, יה, heb, transcription, י</supplied>ה</p></div>, texts/xml/masa0418.xml
יהא, יהא, heb, transcription, יהא, texts/xml/huqo0001.xml
יהו, יהו, heb, transcription, יהו, texts/xml/jord0001.xml
יהו, יהו, heb, transcription, </lb>יהו, texts/xml/masa0484.xml
יהו, יהו, heb, transcription, יהו</p></div>, texts/xml/masa0485.xml
יהוא, יהוא, heb, transcription, יהוא</unclear>, texts/xml/masa0398.xml
יהוד, יהוד, heb, transcription, </lb>יהוד</unclear>, texts/xml/masa0547.xml
יהוד, יהוד, heb, transcription, </lb>יהוד</p></div>, texts/xml/thar0001.xml
יהודא, יהודא, heb, transcription, יהודא, texts/xml/hebr0001.xml
יהודה, יהודה, heb, transcription, </lb>יהודה, texts/xml/beth0237.xml
יהודה, יהודה, heb, transcription, יהודה, texts/xml/beth0249.xml
יהודה, יהודה, heb, transcription, יהודה, texts/xml/beth0256.xml
יהודה, יהודה, heb, transcription, </lb>יהודה, texts/xml/jeru0017.xml
יהודה, יהודה, heb, transcription, יהודה, texts/xml/jeru0017.xml
יהודה, יהודה, heb, transcription, </lb>יהודה, texts/xml/jeru0132.xml
יהודה, יהודה, heb, transcription, </lb>יהודה, texts/xml/jeru0133.xml
יהודה, יהודה, heb, transcription, </lb>יהודה, texts/xml/jeru0133.xml
יהודה, יהודה, heb, transcription, יהודה, texts/xml/jeru0303.xml
יהודה, יהודה, heb, transcription, יהודה, texts/xml/jord0001.xml
יהודה, יהודה, heb, transcription, יהודה, texts/xml/masa0351.xml
יהודה, יהודה, heb, transcription, </lb>יהודה, texts/xml/masa0484.xml
יהודה, יהודה, heb, transcription, </lb>יהודה, texts/xml/masa0484.xml
יהודה, יהודה, heb, transcription, </lb>יה</supplied>ודה, texts/xml/masa0484.xml
יהודה, יהודה, heb, transcription, </lb>יהודה, texts/xml/masa0484.xml
יהודה, יהודה, heb, transcription, </lb>יהו</supplied>דה</p></div>, texts/xml/masa0484.xml
יהודה, יהודה, heb, transcription, יהודה</p></div>, texts/xml/masa0489.xml
יהודה, יהודה, heb, transcription, יהודה</p></div>, texts/xml/masa0490.xml
יהודה, יהודה, heb, transcription, יה</supplied>ודה</p></div>, texts/xml/masa0491.xml
יהודה, יהודה, heb, transcription, יהודה</p></div>, texts/xml/masa0492.xml
יהודה, יהודה, heb, transcription, יהו</supplied>דה</p></div>, texts/xml/masa0493.xml
יהודהא, יהודהא, heb, transcription, יהו</supplied>דהא</supplied>, texts/xml/masa0471.xml
יהוה, יהוה, heb, transcription, יהוה, texts/xml/jord0001.xml
יהוה, יהוה, heb, transcription, יהוה, texts/xml/jord0001.xml
יהוה, יהוה, heb, transcription, יהוה, texts/xml/jord0001.xml
יהוה, יהוה, heb, transcription, יהוה, texts/xml/jord0001.xml
יהוה, יהוה, heb, transcription, יהוה, texts/xml/jord0001.xml
יהוה, יהוה, heb, transcription, יהוה, texts/xml/jord0001.xml
יהוה, יהוה, heb, transcription, יהוה, texts/xml/jord0001.xml
יהוה, יהוה, heb, transcription, יהוה, texts/xml/jord0001.xml
יהוה, יהוה, heb, transcription, יהוה, texts/xml/jord0001.xml
יהוה, יהוה, heb, transcription, יהוה, texts/xml/jord0001.xml
יהוה, יהוה, heb, transcription, יהוה, texts/xml/jord0001.xml
יהוה, יהוה, heb, transcription, יהוה, texts/xml/jord0001.xml
יהוחנה, יהוחנה, heb, transcription, </lb>יהוחנה, texts/xml/jeru0112.xml
יהוחנה, יהוחנה, heb, transcription, </lb>יהוחנה, texts/xml/jeru0234.xml
יהוחנה, יהוחנה, heb, transcription, </lb>יהוחנה, texts/xml/jeru0305.xml
יהוחנה, יהוחנה, heb, transcription, </lb>יהוחנה, texts/xml/jeru0305.xml
יהוחנן, יהוחנן, heb, transcription, יהוחנן</p></div>, texts/xml/isaw0001.xml
יהוחנן, יהוחנן, heb, transcription, </lb>יהוחנן, texts/xml/jeru0095.xml
יהוחנן, יהוחנן, heb, transcription, יהוחנן, texts/xml/jeru0234.xml
יהוחנן, יהוחנן, heb, transcription, יהוחנן, texts/xml/masa0302.xml
יהוחנן, יהוחנן, heb, transcription, יהוחנן, texts/xml/masa0313.xml
יהוחנן, יהוחנן, heb, transcription, יהוחנן, texts/xml/masa0329.xml
יהוחנן, יהוחנן, heb, transcription, יהוחנן, texts/xml/masa0341.xml
יהוחנן, יהוחנן, heb, transcription, </lb>יהוח</supplied>נן, texts/xml/masa0395.xml
יהוחנן, יהוחנן, heb, transcription, יהוחנן, texts/xml/masa0396.xml
יהוחנן, יהוחנן, heb, transcription, יהוחנן, texts/xml/masa0397.xml
יהוחנן, יהוחנן, heb, transcription, יהוחנן</supplied>, texts/xml/masa0412.xml
יהוחנן, יהוחנן, heb, transcription, יה</supplied>וחנן</p></div>, texts/xml/masa0417.xml
יהוחנן, יהוחנן, heb, transcription, יהוחנן, texts/xml/masa0484.xml
יהונתן, יהונתן, heb, transcription, </lb>יהונתן, texts/xml/jeru0066.xml
יהונתנ, יהונתנ, heb, transcription, </lb>יהונתנ, texts/xml/jeru0066.xml
יהוסף, יהוסף, heb, transcription, </lb>יהוסף, texts/xml/jent0006.xml
יהוסף, יהוסף, heb, transcription, </lb>יהוסף, texts/xml/jent0006.xml
יהוסף, יהוסף, heb, transcription, יהוסף, texts/xml/jeru0005.xml
יהוסף, יהוסף, heb, transcription, </lb>יהוסף, texts/xml/jeru0007.xml
יהוסף, יהוסף, heb, transcription, י</add>הוסף, texts/xml/jeru0009.xml
יהוסף, יהוסף, heb, transcription, </lb>יהוסף, texts/xml/jeru0010.xml
יהוסף, יהוסף, heb, transcription, יהוסף, texts/xml/jeru0107.xml
יהוסף, יהוסף, heb, transcription, </lb>יהוסף, texts/xml/jeru0186.xml
יהוסף, יהוסף, heb, transcription, </lb>יהוסף, texts/xml/jeru0186.xml
יהוסף, יהוסף, heb, transcription, יהו</supplied>סף, texts/xml/masa0395.xml
יהוסף, יהוסף, heb, transcription, יהוסף</p></div>, texts/xml/masa0470.xml
יהוסף, יהוסף, heb, transcription, יהוסף, texts/xml/masa0474.xml
יהוסף, יהוסף, heb, transcription, יהוסף</p></div>, texts/xml/masa0494.xml
יהוסף, יהוסף, heb, transcription, יהוסף</p></div>, texts/xml/masa0495.xml
יהוסף, יהוסף, heb, transcription, יהוסף</p></div>, texts/xml/masa0496.xml
יהוסף, יהוסף, heb, transcription, יהו</supplied>סף</p></div>, texts/xml/masa0497.xml
יהוסף, יהוסף, heb, transcription, יהוסף, texts/xml/mtsc0001.xml
יהוספ, יהוספ, heb, transcription, </space>יהוספ, texts/xml/jeru0118.xml
יהוספ, יהוספ, heb, transcription, </space>יהוספ, texts/xml/jeru0118.xml
יהוספ, יהוספ, heb, transcription, </lb>יהוס]פ, texts/xml/qumr0002.xml
יהועזר, יהועזר, heb, transcription, </lb>יהועזר, texts/xml/jeri0005.xml
יהועזר, יהועזר, heb, transcription, </lb>יהועזר, texts/xml/jeri0012.xml
יהועזר, יהועזר, heb, transcription, </lb>יהועזר, texts/xml/jeri0012.xml
יהועזר, יהועזר, heb, transcription, </lb>יהועזר, texts/xml/jeri0012.xml
יהועזר, יהועזר, heb, transcription, </lb>יהועזר, texts/xml/jeri0012.xml
יהושוע, יהושוע, heb, transcription, יהושוע, texts/xml/beth0246.xml
יהושוע, יהושוע, heb, transcription, יהושוע, texts/xml/beth0247.xml
יהושוע, יהושוע, heb, transcription, יהושוע, texts/xml/jaff0054.xml
יהותנן, יהותנן, heb, transcription, יהותנן, texts/xml/masa0484.xml
יהותנן, יהותנן, heb, transcription, </lb>יה</supplied>ותנן, texts/xml/masa0484.xml
יהותנן, יהותנן, heb, transcription, יה</supplied>ותנן</p></div>, texts/xml/masa0487.xml
יהי, יהי, heb, transcription, יהי, texts/xml/beth0224.xml
יהי, יהי, heb, transcription, </lb>יהי, texts/xml/beth0227.xml
יהיוחנן, יהיוחנן, heb, transcription, יהיוחנן, texts/xml/jeru0305.xml
יהקים, יהקים, heb, transcription, </lb>יהקים, texts/xml/jeru0204.xml
יודה, יודה, heb, transcription, יודה, texts/xml/dabb0002.xml
יודן, יודן, heb, transcription, יודן, texts/xml/beth0227.xml
יודן, יודן, heb, transcription, יודן, texts/xml/beth0227.xml
יודן, יודן, heb, transcription, יודן, texts/xml/beth0228.xml
יודן, יודן, heb, transcription, </lb>יודן, texts/xml/jaff0052.xml
יודן, יודן, heb, transcription, </lb>יודן, texts/xml/sepp0003.xml
יודן, יודן, heb, transcription, </lb>יודן, texts/xml/sepp0005.xml
יוחנן, יוחנן, heb, transcription, יוחנן, texts/xml/beth0224.xml
יוחנן, יוחנן, heb, transcription, יוחנן, texts/xml/jeru0303.xml
יוסף, יוסף, heb, transcription, </lb>יוסף, texts/xml/beth0258.xml
יוסף, יוסף, heb, transcription, יוסף, texts/xml/jeru0180.xml
יוסף, יוסף, heb, transcription, יוסף, texts/xml/jeru0303.xml
יוספ, יוספ, heb, transcription, יוספ, texts/xml/jeru0303.xml
יועזר, יועזר, heb, transcription, יועזר, texts/xml/jeru0303.xml
יועזר, יועזר, heb, transcription, יועזר</p></div>, texts/xml/masa0383.xml
יכ, יכ, heb, transcription, </gap>יכ, texts/xml/jord0001.xml
ילכ, ילכ, heb, transcription, </unclear>ילכ, texts/xml/jord0001.xml
ים, ים, heb, transcription, </supplied>ים, texts/xml/tibe0001.xml
ימות, ימות, heb, transcription, </lb>ימות, texts/xml/beth0223.xml
ימיה, ימיה, heb, transcription, ימיה</supplied>, texts/xml/dabb0001.xml
ימין, ימין, heb, transcription, ימין, texts/xml/jord0001.xml
ימין, ימין, heb, transcription, ימין, texts/xml/jord0001.xml
ימין, ימין, heb, transcription, ימין, texts/xml/jord0001.xml
יננה, יננה, heb, transcription, יננה, texts/xml/dabb0003.xml
ינניה, ינניה, heb, transcription, </lb>ינניה</supplied>, texts/xml/masa0484.xml
יס, יס, heb, transcription, יס</p></div>, texts/xml/beth0272.xml
יעקב, יעקב, heb, transcription, יעקב, texts/xml/jeru0118.xml
יעקוב, יעקוב, heb, transcription, יעקוב</p></div>, texts/xml/masa0499.xml
יעקוב, יעקוב, heb, transcription, יעקוב</p></div>, texts/xml/masa0500.xml
יעקוב, יעקוב, heb, transcription, יעקוב</p></div>, texts/xml/masa0501.xml
יפה, יפה, heb, transcription, </lb>יפה</p></div>, texts/xml/masa0516.xml
יפה, יפה, heb, transcription, יפה</p></div>, texts/xml/masa0520.xml
יצאו, יצאו, heb, transcription, יצאו, texts/xml/jord0001.xml
יצחק, יצחק, heb, transcription, יצחק, texts/xml/beth0255.xml
יצחק, יצחק, heb, transcription, יצחק, texts/xml/beth0258.xml
יצחק, יצחק, heb, transcription, </lb>יצחק, texts/xml/beth0259.xml
יצחק, יצחק, heb, transcription, </lb>יצחק, texts/xml/sepp0003.xml
ירושלם, ירושלם, heb, transcription, </lb>ירושלם, texts/xml/jeri0002.xml
ירושלם, ירושלם, heb, transcription, ירושלם, texts/xml/jord0001.xml
ירושלם, ירושלם, heb, transcription, ירושלם, texts/xml/jord0001.xml
ירושלם, ירושלם, heb, transcription, </unclear></unclear></unclear></unclear></gap>ירושלם, texts/xml/jord0001.xml
ירושלם, ירושלם, heb, transcription, ירושלם, texts/xml/jord0001.xml
ירשלם, ירשלם, heb, transcription, </unclear></unclear>ירשלם, texts/xml/jord0001.xml
יש, יש, heb, transcription, יש, texts/xml/jord0001.xml
יש, יש, heb, transcription, יש, texts/xml/jord0001.xml
ישוע, ישוע, heb, transcription, </lb>ישוע, texts/xml/jeru0005.xml
ישוע, ישוע, heb, transcription, י</supplied>שוע</p></div>, texts/xml/masa0414.xml
ישוע, ישוע, heb, transcription, ישוע</p></div>, texts/xml/masa0457.xml
ישראל, ישראל, heb, transcription, </lb>י</supplied>שראל, texts/xml/haif0010.xml
ישראל, ישראל, heb, transcription, ישראל, texts/xml/jord0001.xml
ישראל, ישראל, heb, transcription, ישראל, texts/xml/jord0001.xml
ישראל, ישראל, heb, transcription, ישראל, texts/xml/jord0001.xml
ישראל, ישראל, heb, transcription, ישראל, texts/xml/jord0001.xml
ישראל, ישראל, heb, transcription, ישראל, texts/xml/jord0001.xml
ישראל, ישראל, heb, transcription, ישראל, texts/xml/jord0001.xml
ישראל, ישראל, heb, transcription, ישראל, texts/xml/jord0001.xml
ישראל, ישראל, heb, transcription, ישראל, texts/xml/jord0001.xml
ישראל, ישראל, heb, transcription, ישראל, texts/xml/jord0001.xml
ישראל, ישראל, heb, transcription, ישראל, texts/xml/jord0001.xml
ישראל, ישראל, heb, transcription, ישראל, texts/xml/jord0001.xml
ישראל, ישראל, heb, transcription, </lb>ישראל</p></div>, texts/xml/juda0001.xml
יתום, יתום, heb, transcription, </lb></gap>יתום, texts/xml/tibe0010.xml
יתרא, יתרא, heb, transcription, יתרא, texts/xml/jeri0001.xml
ך, ך, heb, transcription, </gap></unclear></unclear></unclear></unclear></unclear></unclear></unclear></unclear></unclear>ך, texts/xml/jord0001.xml
ך, ך, heb, transcription, ך, texts/xml/jord0001.xml
ך, ך, heb, transcription, </unclear>ך, texts/xml/jord0001.xml
ך, ך, heb, transcription, ך, texts/xml/jord0001.xml
כ, כ, heb, transcription, כ</p></div>, texts/xml/masa0517.xml
כבוד, כבוד, heb, transcription, כבוד, texts/xml/jord0001.xml
כבוד, כבוד, heb, transcription, כבוד, texts/xml/jord0001.xml
כבלין, כבלין, heb, transcription, </lb>כבלין, texts/xml/jeru0180.xml
כדנין, כדנין, heb, transcription, </lb>כדנין, texts/xml/jeru0236.xml
כה, כה, heb, transcription, כה, texts/xml/jord0001.xml
כהן, כהן, heb, transcription, כהן, texts/xml/jord0001.xml
כהנא, כהנא, heb, transcription, כהנא, texts/xml/masa0461.xml
כהנים, כהנים, heb, transcription, </lb>כהנים, texts/xml/jeru0303.xml
כוהני, כוהני, heb, transcription, כוהני</unclear>, texts/xml/beth0261.xml
כוהנים, כוהנים, heb, transcription, </gap>כוהנים</p></div>, texts/xml/beth0260.xml
כול, כול, heb, transcription, כול, texts/xml/jord0001.xml
כוסבא, כוסבא, heb, transcription, כוסבא</ex></expan>, texts/xml/juda0001.xml
כי, כי, heb, transcription, כי, texts/xml/jord0001.xml
כי, כי, heb, transcription, כי, texts/xml/jord0001.xml
כי, כי, heb, transcription, כי, texts/xml/jord0001.xml
כי, כי, heb, transcription, כי, texts/xml/jord0001.xml
כי, כי, heb, transcription, </unclear>כי, texts/xml/jord0001.xml
כיסה, כיסה, heb, transcription, כיסה</p></div>, texts/xml/masa0546.xml
כל, כל, heb, transcription, </lb>כל, texts/xml/huqo0001.xml
כלן, כלן, heb, transcription, כלן, texts/xml/masa0450.xml
כלן, כלן, heb, transcription, כלן</add>, texts/xml/masa0452.xml
כן, כן, heb, transcription, כן, texts/xml/beth0237.xml
כן, כן, heb, transcription, כן, texts/xml/huqo0001.xml
כן, כן, heb, transcription, כן, texts/xml/jord0001.xml
כן, כן, heb, transcription, כן</supplied>, texts/xml/jord0001.xml
כן, כן, heb, transcription, </unclear></unclear>כן, texts/xml/jord0001.xml
כסמכך, כסמכך, heb, transcription, כסמכך, texts/xml/jord0001.xml
כפתה, כפתה, heb, transcription, </foreign>כפתה, texts/xml/dabb0001.xml
כרוטין, כרוטין, heb, transcription, כרוטין, texts/xml/masa0449.xml
כרשנין, כרשנין, heb, transcription, כרשנין</p></div>, texts/xml/masa0543.xml
כשירין, כשירין, heb, transcription, כשירין</supplied>, texts/xml/masa0449.xml
כשירין, כשירין, heb, transcription, כשירין, texts/xml/masa0450.xml
כשירין, כשירין, heb, transcription, כשירין, texts/xml/masa0451.xml
כשירין, כשירין, heb, transcription, כשירין</supplied>, texts/xml/masa0452.xml
כתבה, כתבה, heb, transcription, כתבה, texts/xml/masa0039.xml
כתבה, כתבה, heb, transcription, כתבה, texts/xml/masa0514.xml
כתבידח, כתבידח, heb, transcription, </lb></gap>כתבידח</p></div>, texts/xml/masa0039.xml
כתבידח, כתבידח, heb, transcription, </lb></gap>כתבידח</p></div>, texts/xml/masa0514.xml
כתבידח, כתבידח, heb, transcription, </gap>כתבידח</p></div>, texts/xml/masa0515.xml
ל, ל, heb, transcription, ל, texts/xml/beth0239.xml
ל, ל, heb, transcription, </unclear>ל</unclear>, texts/xml/beth0241.xml
ל, ל, heb, transcription, ל, texts/xml/beth0241.xml
ל, ל, heb, transcription, </lb>ל, texts/xml/beth0254.xml
ל, ל, heb, transcription, </lb>ל, texts/xml/beth0275.xml
ל, ל, heb, transcription, ל</p></div>, texts/xml/hali0001.xml
ל, ל, heb, transcription, ל</unclear>, texts/xml/huqo0001.xml
ל, ל, heb, transcription, ל</unclear>, texts/xml/huqo0001.xml
ל, ל, heb, transcription, </lb></unclear>ל, texts/xml/jeru0072.xml
ל, ל, heb, transcription, </lb></unclear>ל, texts/xml/jeru0072.xml
ל, ל, heb, transcription, </unclear></unclear></unclear>ל, texts/xml/jord0001.xml
ל, ל, heb, transcription, </unclear></unclear>ל, texts/xml/jord0001.xml
ל, ל, heb, transcription, </unclear>ל, texts/xml/jord0001.xml
ל, ל, heb, transcription, </unclear></unclear>ל, texts/xml/jord0001.xml
ל, ל, heb, transcription, </unclear></unclear></gap>ל, texts/xml/jord0001.xml
ל, ל, heb, transcription, ל, texts/xml/jord0001.xml
ל, ל, heb, transcription, ל, texts/xml/jord0001.xml
ל, ל, heb, transcription, </unclear></unclear></unclear>ל, texts/xml/jord0001.xml
ל, ל, heb, transcription, </unclear></unclear></unclear></unclear></gap></unclear></unclear>ל, texts/xml/jord0001.xml
ל, ל, heb, transcription, </unclear>ל, texts/xml/jord0001.xml
ל, ל, heb, transcription, </unclear></unclear></unclear></unclear>ל, texts/xml/jord0001.xml
ל, ל, heb, transcription, </unclear></unclear>ל, texts/xml/jord0001.xml
ל, ל, heb, transcription, </unclear></unclear>ל, texts/xml/jord0001.xml
ל, ל, heb, transcription, </unclear>ל, texts/xml/jord0001.xml
ל, ל, heb, transcription, </unclear></unclear></gap>ל, texts/xml/jord0001.xml
ל, ל, heb, transcription, </unclear></unclear></unclear>ל, texts/xml/jord0001.xml
ל, ל, heb, transcription, </unclear></unclear>ל, texts/xml/jord0001.xml
ל, ל, heb, transcription, </unclear>ל, texts/xml/jord0001.xml
ל, ל, heb, transcription, </unclear>ל, texts/xml/jord0001.xml
ל, ל, heb, transcription, </unclear></unclear></unclear></unclear>ל, texts/xml/jord0001.xml
ל, ל, heb, transcription, ל, texts/xml/jord0001.xml
ל, ל, heb, transcription, </unclear></gap></unclear></unclear>ל, texts/xml/jord0001.xml
ל, ל, heb, transcription, </unclear></unclear></unclear>ל, texts/xml/jord0001.xml
ל, ל, heb, transcription, ל</gap>, texts/xml/qumr0001.xml
ל, ל, heb, transcription, </lb></gap>ל</unclear>, texts/xml/qumr0001.xml
לא, לא, heb, transcription, לא</supplied>, texts/xml/ahma0001.xml
לאונט, לאונט, heb, transcription, לאונט</unclear>, texts/xml/beth0272.xml
לאזעזר, לאזעזר, heb, transcription, </lb>לאזעזר, texts/xml/qumr0001.xml
לאכים, לאכים, heb, transcription, לאכים, texts/xml/jord0001.xml
לאלפים, לאלפים, heb, transcription, לאלפים, texts/xml/jord0001.xml
לב, לב, heb, transcription, </unclear></unclear></unclear>לב, texts/xml/jord0001.xml
לביתריז, לביתריז, heb, transcription, לביתריז</supplied>, texts/xml/jeru0309.xml
לברכה, לברכה, heb, transcription, לברכה, texts/xml/beth0247.xml
לברכה, לברכה, heb, transcription, </lb>לברכה, texts/xml/beth0248.xml
לג, לג, heb, transcription, לג, texts/xml/masa0593.xml
לג, לג, heb, transcription, לג, texts/xml/masa0594.xml
לג, לג, heb, transcription, לג, texts/xml/masa0595.xml
לה, לה, heb, transcription, לה, texts/xml/dabb0004.xml
לה, לה, heb, transcription, ל</unclear>ה</p></div>, texts/xml/masa0539.xml
לה, לה, heb, transcription, </gap>לה</gap>, texts/xml/qumr0001.xml
לה, לה, heb, transcription, לה, texts/xml/tibe0003.xml
לו, לו, heb, transcription, לו</unclear>, texts/xml/beth0276.xml
לו, לו, heb, transcription, </unclear>לו, texts/xml/jord0001.xml
לו, לו, heb, transcription, לו, texts/xml/jord0001.xml
לוד, לוד, heb, transcription, לוד, texts/xml/jaff0052.xml
לווי, לווי, heb, transcription, </lb>לווי, texts/xml/beth0228.xml
לווי, לווי, heb, transcription, לווי, texts/xml/beth0246.xml
לוי, לוי, heb, transcription, לוי, texts/xml/beth0227.xml
לוי, לוי, heb, transcription, </lb>לוי, texts/xml/beth0227.xml
