Ὀλυμπιόδωρος | Ὀλυμπιόδωρος | grc | transcription | docs/texts/xml/caes0001.xml|<p>Ὀλυμπιόδωρος
permitted | permitted | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>permitted
Alypius | Alypius | grc-transl | translation | docs/texts/xml/caes0026.xml|<p><persName lang="grc " ref="persons.xml#caes0026p02">Alypius
at | at | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>at
the | the | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>the
latters | latters | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>latter's
request | request | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>request
to | to | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>(to
honor | honor | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>honor
him | him | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>him)
in | in | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>in
return | return | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>return
for | for | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>for
the | the | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>the
kindness | kindness | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>kindness
that | that | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>that
he | he | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>he
frequently | frequently | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>frequently
obtained | obtained | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>obtained.
imperatori | imperatori | grc | transcription | docs/texts/xml/caes0027.xml|<p><supplied reason="undefined">imperatori
Caesari | Caesari | grc | transcription | docs/texts/xml/caes0027.xml|<p><supplied reason="undefined">Caesari
Vespasiano | Vespasiano | grc | transcription | docs/texts/xml/caes0027.xml|<p><supplied reason="undefined">Vespasiano
Aug | Aug | grc | transcription | docs/texts/xml/caes0027.xml|<p><supplied reason="undefined"><choice><abbr>Aug
Augusto | Augusto | grc | transcription | docs/texts/xml/caes0027.xml|<p><choice>Augusto
pont | pont | grc | transcription | docs/texts/xml/caes0027.xml|<p><choice><choice><abbr>pont
pontifici | pontifici | grc | transcription | docs/texts/xml/caes0027.xml|<p><choice><abbr>pontifici
maximo | maximo | grc | transcription | docs/texts/xml/caes0027.xml|<p><choice><supplied reason="undefined">maximo
patri | patri | grc | transcription | docs/texts/xml/caes0027.xml|<p><supplied reason="undefined"><lb><supplied reason="undefined"><gap reason="illegible" quantity="2" unit="characters">patri
patriae | patriae | grc | transcription | docs/texts/xml/caes0027.xml|<p><supplied reason="undefined">patriae
cos | cos | grc | transcription | docs/texts/xml/caes0027.xml|<p><supplied reason="undefined"><choice><abbr>cos
consuli | consuli | grc | transcription | docs/texts/xml/caes0027.xml|<p><choice>consuli
VII | VII | grc | transcription | docs/texts/xml/caes0027.xml|<p><choice>VII
censori | censori | grc | transcription | docs/texts/xml/caes0027.xml|<p>censori
imperatori | imperatori | grc | transcription | docs/texts/xml/caes0027.xml|<p><lb><supplied reason="undefined"><gap reason="illegible" quantity="2" unit="characters"><expan>imperatori
XVII | XVII | grc | transcription | docs/texts/xml/caes0027.xml|<p><supplied reason="undefined">XVII
or | or | grc | transcription | docs/texts/xml/caes0027.xml|<p><supplied reason="undefined">or
XVIIII | XVIIII | grc | transcription | docs/texts/xml/caes0027.xml|<p>XVIIII
tribunicia | tribunicia | grc | transcription | docs/texts/xml/caes0027.xml|<p>tribunicia
potestate | potestate | grc | transcription | docs/texts/xml/caes0027.xml|<p><expan>potestate
VIII | VIII | grc | transcription | docs/texts/xml/caes0027.xml|<p>VIII.
To | To | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>To
the | the | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>the
emperor | emperor | grc-transl | translation | docs/texts/xml/caes0027.xml|<p><rs type="admTitle">emperor
Caesar | Caesar | grc-transl | translation | docs/texts/xml/caes0027.xml|<p><rs type="admTitle">Caesar
Vespasian | Vespasian | grc-transl | translation | docs/texts/xml/caes0027.xml|<p><name><persName lang="la " ref="persons.xml#caes0027p01" nymRef="names.xml#caes0027n01">Vespasian
Augustus | Augustus | grc-transl | translation | docs/texts/xml/caes0027.xml|<p><name><persName lang="la " ref="persons.xml#caes0027p02" nymRef="names.xml#caes0027n02">Augustus
Pontifex | Pontifex | grc-transl | translation | docs/texts/xml/caes0027.xml|<p><name><rs type="epithet">Pontifex
Maximusfather | Maximusfather | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>Maximus...father
of | of | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>of
his | his | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>his
country | country | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>country
consul | consul | grc-transl | translation | docs/texts/xml/caes0027.xml|<p><rs type="admTitle">consul
for | for | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>for
the | the | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>the
eighth | eighth | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>eighth
time | time | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>time
censor | censor | grc-transl | translation | docs/texts/xml/caes0027.xml|<p><rs type="admTitle">censor
imperator | imperator | grc-transl | translation | docs/texts/xml/caes0027.xml|<p><rs type="admTitle">imperator
for | for | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>for
the | the | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>the
eighteenth | eighteenth | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>eighteenth
time | time | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>time
with | with | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>with
tribunician | tribunician | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>tribunician
power | power | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>power
for | for | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>for
the | the | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>the
eighth | eighth | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>eighth
time | time | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>time...
devotus | devotus | grc | transcription | docs/texts/xml/caes0029.xml|<p>devotus
numini | numini | grc | transcription | docs/texts/xml/caes0029.xml|<p>numini
maiestatique | maiestatique | grc | transcription | docs/texts/xml/caes0029.xml|<p>maiestatique
e | e | grc | transcription | docs/texts/xml/caes0029.xml|<p><choice><abbr>e
eius | eius | grc | transcription | docs/texts/xml/caes0029.xml|<p><choice><abbr>eius
Flavii | Flavii | la | transcription | docs/texts/xml/caes0030.xml|<p><expan>Flavii
Boethi | boethus | la | transcription | docs/texts/xml/caes0030.xml|<p>Boethi
cos | cos | la | transcription | docs/texts/xml/caes0030.xml|<p><choice><abbr>cos
consularis | consulo | la | transcription | docs/texts/xml/caes0030.xml|<p><choice><abbr>consularis
ro | rus | la | transcription | docs/texts/xml/caes0031.xml|<p><gap reason="illegible" quantity="3" unit="character">ro
legato | lego | la | transcription | docs/texts/xml/caes0031.xml|<p><supplied reason="undefined">legato
Augusti | augustus | la | transcription | docs/texts/xml/caes0031.xml|<p><supplied reason="undefined">Augusti
pro | pro | la | transcription | docs/texts/xml/caes0031.xml|<p><supplied reason="undefined">pro
praetore | praetor | la | transcription | docs/texts/xml/caes0031.xml|<p>praetore
hc | hc | la | transcription | docs/texts/xml/caes0031.xml|<p><lb><gap reason="illegible" quantity="3" unit="character">hc
ius | jus | la | transcription | docs/texts/xml/caes0031.xml|<p><space><lb><gap reason="illegible" quantity="3" unit="character">ius
Flavianus | Flavianus | la | transcription | docs/texts/xml/caes0031.xml|<p>Flavianus
C | C | la | transcription | docs/texts/xml/caes0031.xml|<p><lb><gap reason="illegible" quantity="3" unit="character">C
legionis | legio | la | transcription | docs/texts/xml/caes0031.xml|<p><expan>legionis
X | X | la | transcription | docs/texts/xml/caes0031.xml|<p>X
Fretensis | Fretensis | la | transcription | docs/texts/xml/caes0031.xml|<p>Fretensis
pro | pro | la | transcription | docs/texts/xml/caes0031.xml|<p><lb>pro
singularibus | singularis | la | transcription | docs/texts/xml/caes0031.xml|<p><expan>singularibus
eius | is | la | transcription | docs/texts/xml/caes0031.xml|<p>eius
meritis | mereo | la | transcription | docs/texts/xml/caes0031.xml|<p>meritis
honoris | honor | la | transcription | docs/texts/xml/caes0031.xml|<p>honoris
causa | causa | la | transcription | docs/texts/xml/caes0031.xml|<p>causa.
propretorian | propretorian | la-transl | translation | docs/texts/xml/caes0031.xml|<p>...propretorian
legate | legate | la-transl | translation | docs/texts/xml/caes0031.xml|<p><rs type="admTitle">legate
of | of | la-transl | translation | docs/texts/xml/caes0031.xml|<p>of
Augustus | Augustus | la-transl | translation | docs/texts/xml/caes0031.xml|<p>Augustus...
ius | ius | la-transl | translation | docs/texts/xml/caes0031.xml|<p><name><persName lang="la " ref="persons.xml#caes0031p01" nymRef="names.xml#caes0031n01">--ius
Flavianus | Flavianus | la-transl | translation | docs/texts/xml/caes0031.xml|<p><name><persName lang="la " ref="persons.xml#caes0031p02" nymRef="names.xml#caes0031n02">Flavianus
of | of | la-transl | translation | docs/texts/xml/caes0031.xml|<p>of
the | the | la-transl | translation | docs/texts/xml/caes0031.xml|<p>the
Legio | Legio | la-transl | translation | docs/texts/xml/caes0031.xml|<p>Legio
X | X | la-transl | translation | docs/texts/xml/caes0031.xml|<p>X
Fretensis | Fretensis | la-transl | translation | docs/texts/xml/caes0031.xml|<p>Fretensis
because | because | la-transl | translation | docs/texts/xml/caes0031.xml|<p>because
of | of | la-transl | translation | docs/texts/xml/caes0031.xml|<p>of
his | his | la-transl | translation | docs/texts/xml/caes0031.xml|<p>his
extraordinary | extraordinary | la-transl | translation | docs/texts/xml/caes0031.xml|<p>extraordinary
merits | merits | la-transl | translation | docs/texts/xml/caes0031.xml|<p>merits
and | and | la-transl | translation | docs/texts/xml/caes0031.xml|<p>and
out | out | la-transl | translation | docs/texts/xml/caes0031.xml|<p>out
of | of | la-transl | translation | docs/texts/xml/caes0031.xml|<p>of
respect | respect | la-transl | translation | docs/texts/xml/caes0031.xml|<p>respect.
ppr | ppr | la | transcription | docs/texts/xml/caes0032.xml|<p><choice><abbr>ppr
ovi | ovum | la | transcription | docs/texts/xml/caes0032.xml|<p><choice><abbr>ovi
n | n | la | transcription | docs/texts/xml/caes0032.xml|<p><choice><abbr>n
c | c | la | transcription | docs/texts/xml/caes0032.xml|<p><choice><abbr>c
provinciae | provincia | la | transcription | docs/texts/xml/caes0032.xml|<p><choice><abbr>provinciae
S | S | la | transcription | docs/texts/xml/caes0032.xml|<p><choice><choice><abbr>S
riae | riae | la | transcription | docs/texts/xml/caes0032.xml|<p><choice><abbr>riae
Syriae | Syriae | la | transcription | docs/texts/xml/caes0032.xml|<p><choice>Syriae
Palaestinae | Palaestinae | la | transcription | docs/texts/xml/caes0032.xml|<p><choice><lb><expan>Palaestinae
Iul | Iul | la | transcription | docs/texts/xml/caes0032.xml|<p>Iul
i | eo | la | transcription | docs/texts/xml/caes0032.xml|<p>i
a | ab | la | transcription | docs/texts/xml/caes0032.xml|<p>a
Iulii | Iulii | la | transcription | docs/texts/xml/caes0032.xml|<p><lb><expan>Iulii
Agrippae | Agrippae | la | transcription | docs/texts/xml/caes0032.xml|<p>Agrippae
p | p | la | transcription | docs/texts/xml/caes0032.xml|<p><choice><abbr>p
p | p | la | transcription | docs/texts/xml/caes0032.xml|<p><choice><abbr>p
primipili | primipilum | la | transcription | docs/texts/xml/caes0032.xml|<p><choice><abbr>primipili
f | f | la | transcription | docs/texts/xml/caes0032.xml|<p><choice><choice><abbr>f
i | eo | la | transcription | docs/texts/xml/caes0032.xml|<p><choice><abbr>i
l | l | la | transcription | docs/texts/xml/caes0032.xml|<p><choice><abbr>l
filia | filia | la | transcription | docs/texts/xml/caes0032.xml|<p><choice><abbr>filia
Procul | procul | la | transcription | docs/texts/xml/caes0032.xml|<p><choice>Procul
a | ab | la | transcription | docs/texts/xml/caes0032.xml|<p>a.
of | of | la-transl | translation | docs/texts/xml/caes0032.xml|<p>...of
the | the | la-transl | translation | docs/texts/xml/caes0032.xml|<p>the
province | province | la-transl | translation | docs/texts/xml/caes0032.xml|<p>province
Syria | Syria | la-transl | translation | docs/texts/xml/caes0032.xml|<p><placeName>Syria
Palaestina | Palaestina | la-transl | translation | docs/texts/xml/caes0032.xml|<p>Palaestina.
Julia | Julia | la-transl | translation | docs/texts/xml/caes0032.xml|<p><name><persName lang="la " ref="persons.xml#caes0032p01" nymRef="names.xml#caes0032n01">Julia
Procula | Procula | la-transl | translation | docs/texts/xml/caes0032.xml|<p><name><persName lang="la " ref="persons.xml#caes0032p02" nymRef="names.xml#caes0032n02">Procula
daughter | daughter | la-transl | translation | docs/texts/xml/caes0032.xml|<p><name><rs type="family">daughter
of | of | la-transl | translation | docs/texts/xml/caes0032.xml|<p>of
Julius | Julius | la-transl | translation | docs/texts/xml/caes0032.xml|<p><name><persName lang="la " ref="persons.xml#caes0032p03" nymRef="names.xml#caes0032n03">Julius
Agrippa | Agrippa | la-transl | translation | docs/texts/xml/caes0032.xml|<p><name><persName lang="la " ref="persons.xml#caes0032p04" nymRef="names.xml#caes0032n04">Agrippa
tronio | tronio | la | transcription | docs/texts/xml/caes0033.xml|<p><gap reason="illegible" quantity="4" unit="character">tronio
No | no | la | transcription | docs/texts/xml/caes0033.xml|<p>No
provinc | provinc | la | transcription | docs/texts/xml/caes0033.xml|<p><lb><gap reason="illegible" quantity="3" unit="character"><choice><abbr>provinc
provinciae | provincia | la | transcription | docs/texts/xml/caes0033.xml|<p><choice>provinciae
Syriae | Syriae | la | transcription | docs/texts/xml/caes0033.xml|<p><choice>Syriae
Pal | Pal | la | transcription | docs/texts/xml/caes0033.xml|<p><choice><abbr>Pal
Palaestinae | Palaestinae | la | transcription | docs/texts/xml/caes0033.xml|<p><choice><abbr>Palaestinae
legato | lego | la | transcription | docs/texts/xml/caes0034.xml|<p><gap reason="illegible" quantity="7" unit="character"><supplied reason="undefined">legato
leg | leg | la | transcription | docs/texts/xml/caes0034.xml|<p><supplied reason="undefined"><choice><abbr>leg
legionis | legio | la | transcription | docs/texts/xml/caes0034.xml|<p><choice>legionis
legato | lego | la | transcription | docs/texts/xml/caes0034.xml|<p><choice><lb><gap reason="illegible" quantity="2" unit="character"><supplied reason="undefined">legato
Augusti | augustus | la | transcription | docs/texts/xml/caes0034.xml|<p><supplied reason="undefined"><expan>Augusti
pro | pro | la | transcription | docs/texts/xml/caes0034.xml|<p>pro
praetore | praetor | la | transcription | docs/texts/xml/caes0034.xml|<p>praetore
Thrac | Thrac | la | transcription | docs/texts/xml/caes0035.xml|<p><gap reason="illegible" quantity="2" unit="character"><choice><abbr>Thrac
Thraciae | Thraciae | la | transcription | docs/texts/xml/caes0035.xml|<p><choice>Thraciae
legato | lego | la | transcription | docs/texts/xml/caes0035.xml|<p><choice>legato
Augusti | augustus | la | transcription | docs/texts/xml/caes0035.xml|<p>Augusti
L | L | la | transcription | docs/texts/xml/caes0035.xml|<p>L
leg | leg | la | transcription | docs/texts/xml/caes0035.xml|<p><gap reason="illegible" quantity="2" unit="character"><lb><gap reason="illegible" quantity="2" unit="character"><choice><abbr>leg
legionis | legio | la | transcription | docs/texts/xml/caes0035.xml|<p><choice>legionis
III | III | la | transcription | docs/texts/xml/caes0035.xml|<p><choice>III
Cyrenaicae | Cyrenaicae | la | transcription | docs/texts/xml/caes0035.xml|<p>Cyrenaicae
curat | curo | la | transcription | docs/texts/xml/caes0035.xml|<p><choice><abbr>curat
curatori | curator | la | transcription | docs/texts/xml/caes0035.xml|<p><choice><abbr>curatori
viae | via | la | transcription | docs/texts/xml/caes0035.xml|<p><choice>viae?
SAR | SAR | la | diplomatic | docs/texts/xml/caes0036.xml|<p><gap reason="illegible" quantity="3" unit="character">SAR
SYR | SYR | la | diplomatic | docs/texts/xml/caes0036.xml|<p><lb><supplied reason="undefined"><gap reason="illegible" quantity="2" unit="characters"><choice><abbr>SYR
SYRIAE | SYRIAE | la | diplomatic | docs/texts/xml/caes0036.xml|<p><choice>SYRIAE
PALAESTINAE | PALAESTINAE | la | diplomatic | docs/texts/xml/caes0036.xml|<p><choice>PALAESTINAE
cus | cus | la | transcription | docs/texts/xml/caes0037.xml|<p><gap reason="illegible" quantity="3" unit="character">cus
optimo | bonus | la | transcription | docs/texts/xml/caes0037.xml|<p>optimo
viro | vir | la | transcription | docs/texts/xml/caes0037.xml|<p>viro
asi | asi | la | transcription | docs/texts/xml/caes0037.xml|<p>asi
sua | suum | la | transcription | docs/texts/xml/caes0037.xml|<p>sua
de | de | la | transcription | docs/texts/xml/caes0037.xml|<p>de
suo | suo | la | transcription | docs/texts/xml/caes0037.xml|<p>suo
dono | dono | la | transcription | docs/texts/xml/caes0037.xml|<p>dono
dedit | do | la | transcription | docs/texts/xml/caes0037.xml|<p>dedit.
cus | cus | la-transl | translation | docs/texts/xml/caes0037.xml|<p>...--cus
gave | gave | la-transl | translation | docs/texts/xml/caes0037.xml|<p>gave
it | it | la-transl | translation | docs/texts/xml/caes0037.xml|<p>it
at | at | la-transl | translation | docs/texts/xml/caes0037.xml|<p>at
his | his | la-transl | translation | docs/texts/xml/caes0037.xml|<p>his
expense | expense | la-transl | translation | docs/texts/xml/caes0037.xml|<p>expense
to | to | la-transl | translation | docs/texts/xml/caes0037.xml|<p>to
a | a | la-transl | translation | docs/texts/xml/caes0037.xml|<p>a
great | great | la-transl | translation | docs/texts/xml/caes0037.xml|<p>great
man | man | la-transl | translation | docs/texts/xml/caes0037.xml|<p>man
by | by | la-transl | translation | docs/texts/xml/caes0037.xml|<p>by
his | his | la-transl | translation | docs/texts/xml/caes0037.xml|<p>his
ρεσεν | ρεσεν | grc | transcription | docs/texts/xml/caes0038.xml|<p><gap reason="illegible" quantity="3" unit="character"><unclear>ρεσεν
Ἄμβρος | Ἄμβρος | grc | transcription | docs/texts/xml/caes0038.xml|<p>Ἄμβρος
ἀγήνωρ | ἀγήνωρ | grc | transcription | docs/texts/xml/caes0038.xml|<p>ἀγήνωρ
manly | manly | grc-transl | translation | docs/texts/xml/caes0038.xml|<p>...manly
Ambros | Ambros | grc-transl | translation | docs/texts/xml/caes0038.xml|<p>Ambros...
Ἀνδρέου | Ἀνδρέου | grc | transcription | docs/texts/xml/caes0039.xml|<p>Ἀνδρέου
ἐνδοξωτάτου | ἐνδοξωτάτου | grc | transcription | docs/texts/xml/caes0039.xml|<p><lb>ἐνδοξωτάτου
φιλοκτίστου | φιλοκτίστου | grc | transcription | docs/texts/xml/caes0039.xml|<p><lb>φιλοκτίστου
ἀνθυπάτου | ἀνθυπάτου | grc | transcription | docs/texts/xml/caes0039.xml|<p><lb>ἀνθυπάτου
πολλὰ | πολλὰ | grc | transcription | docs/texts/xml/caes0039.xml|<p><lb>πολλὰ
τὰ | τὰ | grc | transcription | docs/texts/xml/caes0039.xml|<p>τὰ
ἔτη | ἔτος | grc | transcription | docs/texts/xml/caes0039.xml|<p>ἔτη.
May | May | grc-transl | translation | docs/texts/xml/caes0039.xml|<p>May
the | the | grc-transl | translation | docs/texts/xml/caes0039.xml|<p>the
years | years | grc-transl | translation | docs/texts/xml/caes0039.xml|<p>years
of | of | grc-transl | translation | docs/texts/xml/caes0039.xml|<p>of
the | the | grc-transl | translation | docs/texts/xml/caes0039.xml|<p>the
most | most | grc-transl | translation | docs/texts/xml/caes0039.xml|<p>most
glorious | glorious | grc-transl | translation | docs/texts/xml/caes0039.xml|<p>glorious
proconsul | proconsul | grc-transl | translation | docs/texts/xml/caes0039.xml|<p><rs type="admTitle">proconsul
Andreas | Andreas | grc-transl | translation | docs/texts/xml/caes0039.xml|<p><persName lang="grc " ref="persons.xml#caes0039p01">Andreas
devoted | devoted | grc-transl | translation | docs/texts/xml/caes0039.xml|<p>devoted
to | to | grc-transl | translation | docs/texts/xml/caes0039.xml|<p>to
building | building | grc-transl | translation | docs/texts/xml/caes0039.xml|<p>building
be | be | grc-transl | translation | docs/texts/xml/caes0039.xml|<p>be
many! | many! | grc-transl | translation | docs/texts/xml/caes0039.xml|<p>many!
Κύριε | Κύριε | grc | transcription | docs/texts/xml/caes0040.xml|<p>Κύριε
εἰς | εἰς | grc | transcription | docs/texts/xml/caes0040.xml|<p>εἰς
αἰῶνα | αἰών | grc | transcription | docs/texts/xml/caes0040.xml|<p>αἰῶνα
τοῦς | τοῦς | grc | transcription | docs/texts/xml/caes0040.xml|<p>τοῦς
ὀρθωδόξους | ὀρθωδόξους | grc | transcription | docs/texts/xml/caes0040.xml|<p>ὀρθωδόξους
στήριξον | στήριξον | grc | transcription | docs/texts/xml/caes0040.xml|<p>στήριξον.
O | O | grc-transl | translation | docs/texts/xml/caes0040.xml|<p>O
Lord | Lord | grc-transl | translation | docs/texts/xml/caes0040.xml|<p><rs type="divine">Lord
establish | establish | grc-transl | translation | docs/texts/xml/caes0040.xml|<p>establish
the | the | grc-transl | translation | docs/texts/xml/caes0040.xml|<p>the
orthodox | orthodox | grc-transl | translation | docs/texts/xml/caes0040.xml|<p>orthodox
into | into | grc-transl | translation | docs/texts/xml/caes0040.xml|<p>into
eternity! | eternity! | grc-transl | translation | docs/texts/xml/caes0040.xml|<p>eternity!
νικᾷ | νικάω | grc | transcription | docs/texts/xml/caes0041.xml|<p>νικᾷ
ἡ | ὁ | grc | transcription | docs/texts/xml/caes0041.xml|<p>ἡ
τύχη | τύχη | grc | transcription | docs/texts/xml/caes0041.xml|<p>τύχη
τῶν | ὁ | grc | transcription | docs/texts/xml/caes0041.xml|<p>τῶν
ὠμοφόρων | ὠμοφόρων | grc | transcription | docs/texts/xml/caes0041.xml|<p>ὠμοφόρων
κὲ | κὲ | grc | transcription | docs/texts/xml/caes0041.xml|<p><lb>κὲ
σὶ | σὶ | grc | transcription | docs/texts/xml/caes0041.xml|<p>σὶ
Ἀνακίῳ | Ἀνακίῳ | grc | transcription | docs/texts/xml/caes0041.xml|<p>Ἀνακίῳ.
May | May | grc-transl | translation | docs/texts/xml/caes0041.xml|<p>May
the | the | grc-transl | translation | docs/texts/xml/caes0041.xml|<p>the
good | good | grc-transl | translation | docs/texts/xml/caes0041.xml|<p>good
luck | luck | grc-transl | translation | docs/texts/xml/caes0041.xml|<p>luck
of | of | grc-transl | translation | docs/texts/xml/caes0041.xml|<p>of
the | the | grc-transl | translation | docs/texts/xml/caes0041.xml|<p>the
porters | porters | grc-transl | translation | docs/texts/xml/caes0041.xml|<p>porters
prevail | prevail | grc-transl | translation | docs/texts/xml/caes0041.xml|<p>prevail:
also | also | grc-transl | translation | docs/texts/xml/caes0041.xml|<p>also
for | for | grc-transl | translation | docs/texts/xml/caes0041.xml|<p>for
you | you | grc-transl | translation | docs/texts/xml/caes0041.xml|<p>you
Anakios | Anakios | grc-transl | translation | docs/texts/xml/caes0041.xml|<p><persName lang="grc " ref="persons.xml#caes0041p01">Anakios
! | ! | grc-transl | translation | docs/texts/xml/caes0041.xml|<p>!
ΚΑΚΑΤΑΕΤΗ | ΚΑΚΑΤΑΕΤΗ | grc | diplomatic | docs/texts/xml/caes0042.xml|<p>ΚΑΚΑΤΑΕΤΗ
Ρ | Ρ | grc | diplomatic | docs/texts/xml/caes0042.xml|<p>Ρ
ΓΕΜΗΝΙΣΤΟ | ΓΕΜΗΝΙΣΤΟ | grc | diplomatic | docs/texts/xml/caes0042.xml|<p><gap reason="illegible" quantity="2" unit="character"><lb>ΓΕΜΗΝΙΣΤΟ
Evil | Evil | grc-transl | translation | docs/texts/xml/caes0042.xml|<p>Evil
be | be | grc-transl | translation | docs/texts/xml/caes0042.xml|<p>be
the | the | grc-transl | translation | docs/texts/xml/caes0042.xml|<p>the
years | years | grc-transl | translation | docs/texts/xml/caes0042.xml|<p>years
of | of | grc-transl | translation | docs/texts/xml/caes0042.xml|<p>of
R | R | grc-transl | translation | docs/texts/xml/caes0042.xml|<p>R--...
s | s | la | transcription | docs/texts/xml/caes0043.xml|<p><gap reason="illegible" quantity="3" unit="character">s
Tiberiéum | Tiberiéum | la | transcription | docs/texts/xml/caes0043.xml|<p>Tiberiéum
Po | Po | la | transcription | docs/texts/xml/caes0043.xml|<p><gap reason="illegible" quantity="1" unit="character">Po
ntius | ntius | la | transcription | docs/texts/xml/caes0043.xml|<p>ntius
Pilatus | pilo | la | transcription | docs/texts/xml/caes0043.xml|<p>Pilatus
praefectus | praeficio | la | transcription | docs/texts/xml/caes0043.xml|<p>praefectus
Iudaeae | Iudaeae | la | transcription | docs/texts/xml/caes0043.xml|<p>Iudaeae
Pontius | Pontius | la-transl | translation | docs/texts/xml/caes0043.xml|<p><name><persName lang="la " ref="persons.xml#caes0043p01" nymRef="names.xml#caes0043n01">Pontius
Pilatus | Pilatus | la-transl | translation | docs/texts/xml/caes0043.xml|<p><name><persName lang="la " ref="persons.xml#caes0043p02" nymRef="names.xml#caes0043n02">Pilatus
prefect | prefect | la-transl | translation | docs/texts/xml/caes0043.xml|<p><name><rs type="admTitle">prefect
of | of | la-transl | translation | docs/texts/xml/caes0043.xml|<p>of
Judaeathe | Judaeathe | la-transl | translation | docs/texts/xml/caes0043.xml|<p>Judaea...the
Tiberieum | Tiberieum | la-transl | translation | docs/texts/xml/caes0043.xml|<p>Tiberieum....
Coloniae | colonia | la | transcription | docs/texts/xml/caes0044.xml|<p>Coloniae?
Primae | primus | la | transcription | docs/texts/xml/caes0044.xml|<p>Primae
Flaviae | Flaviae | la | transcription | docs/texts/xml/caes0044.xml|<p>Flaviae
Augustae | augustus | la | transcription | docs/texts/xml/caes0044.xml|<p>Augustae
Caesareae | Caesareae | la | transcription | docs/texts/xml/caes0044.xml|<p><supplied reason="undefined">Caesareae
ex | ex | la | transcription | docs/texts/xml/caes0044.xml|<p><supplied reason="undefined">ex
testamento | testamentum | la | transcription | docs/texts/xml/caes0044.xml|<p>testamento
Cleopatra | Cleopatra | la | transcription | docs/texts/xml/caes0044.xml|<p><gap quantity="3" unit="character" reason="lost"><lb><space><gap quantity="1" unit="character" reason="lost">Cleo?patra
mater | mater | la | transcription | docs/texts/xml/caes0044.xml|<p>mater
eius | is | la | transcription | docs/texts/xml/caes0044.xml|<p>eius
herq | herq | la | transcription | docs/texts/xml/caes0044.xml|<p>herq
es | edo | la | transcription | docs/texts/xml/caes0044.xml|<p><unclear>(es?)
facere | facio | la | transcription | docs/texts/xml/caes0044.xml|<p><unclear>facere
iussit | jubeo | la | transcription | docs/texts/xml/caes0044.xml|<p>iussit?
Cleopatra | Cleopatra | la-transl | translation | docs/texts/xml/caes0044.xml|<p><name><persName lang="egy " ref="persons.xml#caes0044p01">Cleopatra
mother | mother | la-transl | translation | docs/texts/xml/caes0044.xml|<p><name><rs type="family">mother
and | and | la-transl | translation | docs/texts/xml/caes0044.xml|<p>and
heir | heir | la-transl | translation | docs/texts/xml/caes0044.xml|<p>heir
of | of | la-transl | translation | docs/texts/xml/caes0044.xml|<p>of
by | by | la-transl | translation | docs/texts/xml/caes0044.xml|<p>(by
testament | testament | la-transl | translation | docs/texts/xml/caes0044.xml|<p>testament
made | made | la-transl | translation | docs/texts/xml/caes0044.xml|<p>made
this | this | la-transl | translation | docs/texts/xml/caes0044.xml|<p>this)
for | for | la-transl | translation | docs/texts/xml/caes0044.xml|<p>?for
Caesarea | Caesarea | la-transl | translation | docs/texts/xml/caes0044.xml|<p><placeName>Caesarea
the | the | la-transl | translation | docs/texts/xml/caes0044.xml|<p>the
Colony | Colony | la-transl | translation | docs/texts/xml/caes0044.xml|<p>Colony
Prima | Prima | la-transl | translation | docs/texts/xml/caes0044.xml|<p><placeName>Prima
Flavia | Flavia | la-transl | translation | docs/texts/xml/caes0044.xml|<p><placeName>Flavia
