Ὀλυμπιόδωρος | Ὀλυμπιόδωρος | grc | transcription | docs/texts/xml/caes0001.xml|<p>Ὀλυμπιόδωρος
ἐν | ἐν | grc | transcription | docs/texts/xml/caes0026.xml|<p>ἐν
ἀντ᾽ | ἀντ᾽ | grc | transcription | docs/texts/xml/caes0026.xml|<p>ἀντ᾽
εὐεργεσίης | εὐεργεσίης | grc | transcription | docs/texts/xml/caes0026.xml|<p>εὐεργεσίης
πολλάκις | πολλάκις | grc | transcription | docs/texts/xml/caes0026.xml|<p>πολλάκις
ἧς | ὅς | grc | transcription | docs/texts/xml/caes0026.xml|<p>ἧς
ἔ | ἒ | grc | transcription | docs/texts/xml/caes0026.xml|<p><unclear>ἔ</unclear>
τ | τ | grc | transcription | docs/texts/xml/caes0026.xml|<p><unclear>τ</unclear>
υ | υ | grc | transcription | docs/texts/xml/caes0026.xml|<p><unclear>υ</unclear>
χ | χ | grc | transcription | docs/texts/xml/caes0026.xml|<p><unclear>χ</unclear>
ε | ε | grc | transcription | docs/texts/xml/caes0026.xml|<p><supplied reason="undefined">ε</supplied>.
statuesacredEusebius | statuesacredEusebius | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>...statue...sacred...Eusebius
rulehe | rulehe | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>rule...he
had | had | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>had
a | a | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>a
statue | statue | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>statue
because | because | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>because
of | of | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>of
the | the | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>the
This | This | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>...This
alsohe | alsohe | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>also...he
had | had | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>had
as | as | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>as
his | his | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>his
due | due | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>due.
And | And | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>And
of | of | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>of
the | the | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>the
deedsand | deedsand | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>deeds...and
to | to | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>to
those | those | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>those
that | that | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>that
will | will | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>will
consumenot | consumenot | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>consume...not
goldmore | goldmore | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>gold...more
honored | honored | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>honored.
Thus | Thus | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>Thus
he | he | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>he
kept | kept | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>kept
his | his | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>his
whole | whole | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>whole
mind | mind | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>mind
on | on | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>on
God | God | grc-transl | translation | docs/texts/xml/caes0026.xml|<p><rs type="divine">God
and | and | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>and
he | he | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>he
wished | wished | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>wished
to | to | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>to
rule | rule | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>rule
more | more | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>more
by | by | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>by
piety | piety | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>piety
than | than | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>than
by | by | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>by
force | force | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>force.
And | And | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>And
he | he | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>he
permitted | permitted | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>permitted
Alypius | Alypius | grc-transl | translation | docs/texts/xml/caes0026.xml|<p><persName lang="grc " ref="persons.xml#caes0026p02">Alypius
at | at | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>at
the | the | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>the
latters | latters | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>latter's
request | request | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>request
to | to | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>(to
honor | honor | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>honor
him | him | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>him)
in | in | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>in
return | return | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>return
for | for | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>for
the | the | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>the
kindness | kindness | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>kindness
that | that | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>that
he | he | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>he
frequently | frequently | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>frequently
obtained | obtained | grc-transl | translation | docs/texts/xml/caes0026.xml|<p>obtained.
imperatori | imperatori | grc | transcription | docs/texts/xml/caes0027.xml|<p><supplied reason="undefined"><expan><ex>imp</abbr>eratori</ex></expan>
Caesari | Caesari | grc | transcription | docs/texts/xml/caes0027.xml|<p><supplied reason="undefined"><expan><ex>Caes</abbr>ari</ex></expan>
Vespasiano | Vespasiano | grc | transcription | docs/texts/xml/caes0027.xml|<p><supplied reason="undefined"><expan><ex>Ves</abbr>pasiano</ex></expan>
Augusto | Augusto | grc | transcription | docs/texts/xml/caes0027.xml|<p><choice><expan>A</supplied>ug</abbr>Augusto</expan>
pont | pont | grc | transcription | docs/texts/xml/caes0027.xml|<p><choice><abbr><supplied reason="undefined">pont</supplied>
pontifici | pontifici | grc | transcription | docs/texts/xml/caes0027.xml|<p><choice><expan>pontifici</expan>
maximo | maximo | grc | transcription | docs/texts/xml/caes0027.xml|<p><supplied reason="undefined"><expan><ex>max</abbr>imo</ex></expan>
patri | patri | grc | transcription | docs/texts/xml/caes0027.xml|<p><supplied reason="undefined"><expan><ex>p</abbr>atri</ex></expan>
patriae | patriae | grc | transcription | docs/texts/xml/caes0027.xml|<p><supplied reason="undefined"><expan><ex>p</abbr>atriae</ex></expan>
consuli | consuli | grc | transcription | docs/texts/xml/caes0027.xml|<p><choice><expan>co</supplied>s</abbr>consuli</expan>
VII | VII | grc | transcription | docs/texts/xml/caes0027.xml|<p><choice>VII
censori | censori | grc | transcription | docs/texts/xml/caes0027.xml|<p><supplied reason="undefined">censori</supplied>
imperatori | imperatori | grc | transcription | docs/texts/xml/caes0027.xml|<p><supplied reason="undefined"><expan><ex>imp</abbr>eratori</ex></expan>
XVII | XVII | grc | transcription | docs/texts/xml/caes0027.xml|<p><supplied reason="undefined">XVII
or | or | grc | transcription | docs/texts/xml/caes0027.xml|<p><supplied reason="undefined">or
XVIIII | XVIIII | grc | transcription | docs/texts/xml/caes0027.xml|<p><supplied reason="undefined">XVIII</supplied>I
tribunicia | tribunicia | grc | transcription | docs/texts/xml/caes0027.xml|<p><expan><ex>trib</abbr>unicia</ex></expan>
potestate | potestate | grc | transcription | docs/texts/xml/caes0027.xml|<p><expan><ex>pot</abbr>estate</ex></expan>
VIII | VIII | grc | transcription | docs/texts/xml/caes0027.xml|<p><supplied reason="undefined">VIII</supplied>.
To | To | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>To
the | the | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>the
emperor | emperor | grc-transl | translation | docs/texts/xml/caes0027.xml|<p><rs type="admTitle">emperor
Caesar | Caesar | grc-transl | translation | docs/texts/xml/caes0027.xml|<p><rs type="admTitle">Caesar
Vespasian | Vespasian | grc-transl | translation | docs/texts/xml/caes0027.xml|<p><name><persName lang="la " ref="persons.xml#caes0027p01" nymRef="names.xml#caes0027n01">Vespasian
Augustus | Augustus | grc-transl | translation | docs/texts/xml/caes0027.xml|<p><name><persName lang="la " ref="persons.xml#caes0027p02" nymRef="names.xml#caes0027n02">Augustus
Pontifex | Pontifex | grc-transl | translation | docs/texts/xml/caes0027.xml|<p><name><rs type="epithet">Pontifex
Maximusfather | Maximusfather | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>Maximus...father
of | of | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>of
his | his | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>his
country | country | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>country
consul | consul | grc-transl | translation | docs/texts/xml/caes0027.xml|<p><rs type="admTitle">consul
for | for | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>for
the | the | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>the
eighth | eighth | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>eighth
time | time | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>time
censor | censor | grc-transl | translation | docs/texts/xml/caes0027.xml|<p><rs type="admTitle">censor
imperator | imperator | grc-transl | translation | docs/texts/xml/caes0027.xml|<p><rs type="admTitle">imperator
for | for | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>for
the | the | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>the
eighteenth | eighteenth | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>eighteenth
time | time | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>time
with | with | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>with
tribunician | tribunician | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>tribunician
power | power | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>power
for | for | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>for
the | the | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>the
eighth | eighth | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>eighth
time | time | grc-transl | translation | docs/texts/xml/caes0027.xml|<p>time...
devotus | devotus | grc | transcription | docs/texts/xml/caes0029.xml|<p><expan><ex>d</abbr>evotus</ex></expan>
numini | numini | grc | transcription | docs/texts/xml/caes0029.xml|<p><expan><ex>n</abbr>umini</ex></expan>
maiestatique | maiestatique | grc | transcription | docs/texts/xml/caes0029.xml|<p><expan><ex>m</abbr>aiestatique</ex></expan>
e | e | grc | transcription | docs/texts/xml/caes0029.xml|<p><choice><abbr><unclear>e</unclear>
eius | eius | grc | transcription | docs/texts/xml/caes0029.xml|<p><choice><expan>eius</expan>
Flavii | Flavii | la | transcription | docs/texts/xml/caes0030.xml|<p><expan><ex>Fl</abbr>avii</ex></expan>
Boethi | boethus | la | transcription | docs/texts/xml/caes0030.xml|<p>Boethi
cos | cos | la | transcription | docs/texts/xml/caes0030.xml|<p><choice><abbr><unclear>cos</unclear>
consularis | consulo | la | transcription | docs/texts/xml/caes0030.xml|<p><choice><expan>consularis</expan>
ro | rus | la | transcription | docs/texts/xml/caes0031.xml|<p><unclear>r</unclear>o
legato | lego | la | transcription | docs/texts/xml/caes0031.xml|<p><supplied reason="undefined"><expan><ex>leg</abbr>ato</ex></expan>
Augusti | augustus | la | transcription | docs/texts/xml/caes0031.xml|<p><supplied reason="undefined"><expan><ex>Aug</abbr>usti</ex></expan>
pro | pro | la | transcription | docs/texts/xml/caes0031.xml|<p><supplied reason="undefined">pro
praetore | praetor | la | transcription | docs/texts/xml/caes0031.xml|<p><expan><ex>pr</abbr>aetore</ex></expan>
hc | hc | la | transcription | docs/texts/xml/caes0031.xml|<p><unclear>h</unclear>c
ius | jus | la | transcription | docs/texts/xml/caes0031.xml|<p>ius
Flavianus | Flavianus | la | transcription | docs/texts/xml/caes0031.xml|<p><expan><ex>Flavian</abbr>us</ex></expan>
C | C | la | transcription | docs/texts/xml/caes0031.xml|<p><unclear>C</unclear>
legionis | legio | la | transcription | docs/texts/xml/caes0031.xml|<p><expan><ex>leg</abbr>ionis</ex></expan>
X | X | la | transcription | docs/texts/xml/caes0031.xml|<p>X
Fr | Fr | la | transcription | docs/texts/xml/caes0031.xml|<p><choice><abbr>Fr</abbr>
e | ex | la | transcription | docs/texts/xml/caes0031.xml|<p><choice><ex>e</ex>
t | t | la | transcription | docs/texts/xml/caes0031.xml|<p><choice><abbr>t</abbr>
ensis | ensis | la | transcription | docs/texts/xml/caes0031.xml|<p><choice><ex>ensis</ex></choice>
pro | pro | la | transcription | docs/texts/xml/caes0031.xml|<p><supplied reason="undefined">pr</supplied>o
singularibus | singularis | la | transcription | docs/texts/xml/caes0031.xml|<p><expan><ex>sing</abbr>ularibus</ex></expan>
eius | is | la | transcription | docs/texts/xml/caes0031.xml|<p>eius
meritis | mereo | la | transcription | docs/texts/xml/caes0031.xml|<p><supplied reason="undefined">mer</supplied>itis
honoris | honor | la | transcription | docs/texts/xml/caes0031.xml|<p><expan><ex>h</abbr>onoris</ex></expan>
causa | causa | la | transcription | docs/texts/xml/caes0031.xml|<p><expan><ex>c</abbr>ausa</ex></expan>.
propretorian | propretorian | la-transl | translation | docs/texts/xml/caes0031.xml|<p>...propretorian
legate | legate | la-transl | translation | docs/texts/xml/caes0031.xml|<p><rs type="admTitle">legate
of | of | la-transl | translation | docs/texts/xml/caes0031.xml|<p>of
Augustus | Augustus | la-transl | translation | docs/texts/xml/caes0031.xml|<p>Augustus...
ius | ius | la-transl | translation | docs/texts/xml/caes0031.xml|<p><name><persName lang="la " ref="persons.xml#caes0031p01" nymRef="names.xml#caes0031n01">--ius
Flavianus | Flavianus | la-transl | translation | docs/texts/xml/caes0031.xml|<p><name><persName lang="la " ref="persons.xml#caes0031p02" nymRef="names.xml#caes0031n02">Flavianus
of | of | la-transl | translation | docs/texts/xml/caes0031.xml|<p>of
the | the | la-transl | translation | docs/texts/xml/caes0031.xml|<p>the
Legio | Legio | la-transl | translation | docs/texts/xml/caes0031.xml|<p>Legio
X | X | la-transl | translation | docs/texts/xml/caes0031.xml|<p>X
Fretensis | Fretensis | la-transl | translation | docs/texts/xml/caes0031.xml|<p>Fretensis
because | because | la-transl | translation | docs/texts/xml/caes0031.xml|<p>because
of | of | la-transl | translation | docs/texts/xml/caes0031.xml|<p>of
his | his | la-transl | translation | docs/texts/xml/caes0031.xml|<p>his
extraordinary | extraordinary | la-transl | translation | docs/texts/xml/caes0031.xml|<p>extraordinary
merits | merits | la-transl | translation | docs/texts/xml/caes0031.xml|<p>merits
and | and | la-transl | translation | docs/texts/xml/caes0031.xml|<p>and
out | out | la-transl | translation | docs/texts/xml/caes0031.xml|<p>out
of | of | la-transl | translation | docs/texts/xml/caes0031.xml|<p>of
respect | respect | la-transl | translation | docs/texts/xml/caes0031.xml|<p>respect.
ppr | ppr | la | transcription | docs/texts/xml/caes0032.xml|<p><choice><abbr><unclear>p</unclear>pr</unclear>
ovi | ovum | la | transcription | docs/texts/xml/caes0032.xml|<p><choice><abbr><supplied reason="undefined">ovi</supplied>
n | n | la | transcription | docs/texts/xml/caes0032.xml|<p><choice><abbr><unclear>n</unclear>
c | c | la | transcription | docs/texts/xml/caes0032.xml|<p><choice><abbr><unclear>c</unclear>
provinciae | provincia | la | transcription | docs/texts/xml/caes0032.xml|<p><choice><expan>provinciae</expan>
S | S | la | transcription | docs/texts/xml/caes0032.xml|<p><choice><abbr><unclear>S</unclear>
Syriae | Syriae | la | transcription | docs/texts/xml/caes0032.xml|<p><choice><expan>r</unclear>iae</abbr>Syriae</expan>
Palaestinae | Palaestinae | la | transcription | docs/texts/xml/caes0032.xml|<p><expan><ex>Pal</abbr>aestinae</ex></expan>,
Iul | Iul | la | transcription | docs/texts/xml/caes0032.xml|<p><unclear>Iul</unclear>
i | eo | la | transcription | docs/texts/xml/caes0032.xml|<p><unclear>i</unclear>
a | ab | la | transcription | docs/texts/xml/caes0032.xml|<p><unclear>a</unclear>
Iulii | Iulii | la | transcription | docs/texts/xml/caes0032.xml|<p><expan><ex>Iuli</abbr>i</ex></expan>
Agrippae | Agrippae | la | transcription | docs/texts/xml/caes0032.xml|<p>Agrippae
p | p | la | transcription | docs/texts/xml/caes0032.xml|<p><choice><abbr><supplied reason="undefined">p</supplied>
p | p | la | transcription | docs/texts/xml/caes0032.xml|<p><choice><abbr><unclear>p</unclear>
primipili | primipilum | la | transcription | docs/texts/xml/caes0032.xml|<p><choice><expan>primipili</expan>
f | f | la | transcription | docs/texts/xml/caes0032.xml|<p><choice><abbr><unclear>f</unclear>
i | eo | la | transcription | docs/texts/xml/caes0032.xml|<p><choice><abbr><unclear>i</unclear>
l | l | la | transcription | docs/texts/xml/caes0032.xml|<p><choice><abbr><unclear>l</unclear>
filia | filia | la | transcription | docs/texts/xml/caes0032.xml|<p><choice><expan>filia</expan>
Procul | procul | la | transcription | docs/texts/xml/caes0032.xml|<p><unclear>P</unclear>rocul</unclear>
a | ab | la | transcription | docs/texts/xml/caes0032.xml|<p><unclear>a</unclear>.
of | of | la-transl | translation | docs/texts/xml/caes0032.xml|<p>...of
the | the | la-transl | translation | docs/texts/xml/caes0032.xml|<p>the
province | province | la-transl | translation | docs/texts/xml/caes0032.xml|<p>province
Syria | Syria | la-transl | translation | docs/texts/xml/caes0032.xml|<p><placeName>Syria
Palaestina | Palaestina | la-transl | translation | docs/texts/xml/caes0032.xml|<p>Palaestina.
Julia | Julia | la-transl | translation | docs/texts/xml/caes0032.xml|<p><name><persName lang="la " ref="persons.xml#caes0032p01" nymRef="names.xml#caes0032n01">Julia
Procula | Procula | la-transl | translation | docs/texts/xml/caes0032.xml|<p><name><persName lang="la " ref="persons.xml#caes0032p02" nymRef="names.xml#caes0032n02">Procula
daughter | daughter | la-transl | translation | docs/texts/xml/caes0032.xml|<p><name><rs type="family">daughter
of | of | la-transl | translation | docs/texts/xml/caes0032.xml|<p>of
Julius | Julius | la-transl | translation | docs/texts/xml/caes0032.xml|<p><name><persName lang="la " ref="persons.xml#caes0032p03" nymRef="names.xml#caes0032n03">Julius
Agrippa | Agrippa | la-transl | translation | docs/texts/xml/caes0032.xml|<p><name><persName lang="la " ref="persons.xml#caes0032p04" nymRef="names.xml#caes0032n04">Agrippa
tronio | tronio | la | transcription | docs/texts/xml/caes0033.xml|<p><unclear>t</unclear>ronio</gap>
provinciae | provincia | la | transcription | docs/texts/xml/caes0033.xml|<p><choice><expan>pr</supplied>ovinc</abbr>provinciae</expan>
Syriae | Syriae | la | transcription | docs/texts/xml/caes0033.xml|<p><expan><ex>Syr</abbr>iae</ex></expan>
Pal | Pal | la | transcription | docs/texts/xml/caes0033.xml|<p><choice><abbr><supplied reason="undefined">Pal</supplied>
Palaestinae | Palaestinae | la | transcription | docs/texts/xml/caes0033.xml|<p><choice><expan>Palaestinae</expan>
legato | lego | la | transcription | docs/texts/xml/caes0034.xml|<p><supplied reason="undefined"><expan><ex>leg</abbr>ato</ex></expan>
legionis | legio | la | transcription | docs/texts/xml/caes0034.xml|<p><choice><expan>l</supplied>eg</abbr>legionis</expan>
legato | lego | la | transcription | docs/texts/xml/caes0034.xml|<p><supplied reason="undefined"><expan><ex>leg</abbr>ato</ex></expan>
Augusti | augustus | la | transcription | docs/texts/xml/caes0034.xml|<p><supplied reason="undefined"><expan><ex>Aug</abbr>usti</ex></expan>
pro | pro | la | transcription | docs/texts/xml/caes0034.xml|<p><supplied reason="undefined">p</supplied>ro
praetore | praetor | la | transcription | docs/texts/xml/caes0034.xml|<p><expan><ex>pr</abbr>aetore</ex></expan>
Thraciae | Thraciae | la | transcription | docs/texts/xml/caes0035.xml|<p><choice><expan>Th</supplied>rac</abbr>Thraciae</expan>
legato | lego | la | transcription | docs/texts/xml/caes0035.xml|<p><expan><ex>leg</abbr>ato</ex></expan>
Augusti | augustus | la | transcription | docs/texts/xml/caes0035.xml|<p><expan><ex>Aug</abbr>usti</ex></expan>
L | L | la | transcription | docs/texts/xml/caes0035.xml|<p><unclear>L</unclear>
legionis | legio | la | transcription | docs/texts/xml/caes0035.xml|<p><choice><expan>l</supplied>eg</abbr>legionis</expan>
III | III | la | transcription | docs/texts/xml/caes0035.xml|<p><choice>III
Cyrenaicae | Cyrenaicae | la | transcription | docs/texts/xml/caes0035.xml|<p><expan><ex>Cyr</abbr>enaicae</ex></expan>
curat | curo | la | transcription | docs/texts/xml/caes0035.xml|<p><choice><abbr><supplied reason="undefined">curat</supplied>
curatori | curator | la | transcription | docs/texts/xml/caes0035.xml|<p><choice><expan>curatori</expan>
viae | via | la | transcription | docs/texts/xml/caes0035.xml|<p><supplied reason="undefined">viae?</supplied>
SAR | SAR | la | diplomatic | docs/texts/xml/caes0036.xml|SAR</gap>
SYRIAE | SYRIAE | la | diplomatic | docs/texts/xml/caes0036.xml|<p><choice><expan>S</supplied>YR</abbr>SYRIAE</expan>
PALAESTINAE | PALAESTINAE | la | diplomatic | docs/texts/xml/caes0036.xml|<p><expan><ex>PAL</abbr>AESTINAE</ex></expan>
cus | cus | la | transcription | docs/texts/xml/caes0037.xml|cus
optimo | bonus | la | transcription | docs/texts/xml/caes0037.xml|<p><expan><ex>o</abbr>ptimo</ex></expan>
viro | vir | la | transcription | docs/texts/xml/caes0037.xml|<p><expan><ex>v</abbr>iro</ex></expan>
asi | asi | la | transcription | docs/texts/xml/caes0037.xml|<p><unclear>a</unclear>si</unclear>
sua | suum | la | transcription | docs/texts/xml/caes0037.xml|<p>sua
de | de | la | transcription | docs/texts/xml/caes0037.xml|<p><expan><ex>d</abbr>e</ex></expan>
suo | suo | la | transcription | docs/texts/xml/caes0037.xml|<p><expan><ex>s</abbr>uo</ex></expan>
dono | dono | la | transcription | docs/texts/xml/caes0037.xml|<p><expan><ex>d</abbr>ono</ex></expan>
dedit | do | la | transcription | docs/texts/xml/caes0037.xml|<p><expan><ex>d</abbr>edit</ex></expan>.
cus | cus | la-transl | translation | docs/texts/xml/caes0037.xml|<p>...--cus
gave | gave | la-transl | translation | docs/texts/xml/caes0037.xml|<p>gave
it | it | la-transl | translation | docs/texts/xml/caes0037.xml|<p>it
at | at | la-transl | translation | docs/texts/xml/caes0037.xml|<p>at
his | his | la-transl | translation | docs/texts/xml/caes0037.xml|<p>his
expense | expense | la-transl | translation | docs/texts/xml/caes0037.xml|<p>expense
to | to | la-transl | translation | docs/texts/xml/caes0037.xml|<p>to
a | a | la-transl | translation | docs/texts/xml/caes0037.xml|<p>a
great | great | la-transl | translation | docs/texts/xml/caes0037.xml|<p>great
man | man | la-transl | translation | docs/texts/xml/caes0037.xml|<p>man
by | by | la-transl | translation | docs/texts/xml/caes0037.xml|<p>by
his | his | la-transl | translation | docs/texts/xml/caes0037.xml|<p>his
ρεσενήνωρ | ρεσενήνωρ | grc | transcription | docs/texts/xml/caes0038.xml|<p><unclear>ρεσενήν</hi>ωρ</unclear>
manly | manly | grc-transl | translation | docs/texts/xml/caes0038.xml|<p>...manly
Ambros | Ambros | grc-transl | translation | docs/texts/xml/caes0038.xml|<p>Ambros...
Ἀνδρέου | Ἀνδρέου | grc | transcription | docs/texts/xml/caes0039.xml|<p><hi rend="ligature">Ἀν</unclear>δρέου</hi>
ἐνδοξωτάτου | ἐνδοξωτάτου | grc | transcription | docs/texts/xml/caes0039.xml|<p><expan><ex>ἐνδοξω</abbr>τάτου</ex></expan>
φιλοκτίστου | φιλοκτίστου | grc | transcription | docs/texts/xml/caes0039.xml|<p><hi rend="ligature">φιλοκτίστου</hi>
ἀνθυπάτου | ἀνθυπάτου | grc | transcription | docs/texts/xml/caes0039.xml|<p><hi rend="ligature">ἀνθυπάτου</hi>
πολλὰ | πολλὰ | grc | transcription | docs/texts/xml/caes0039.xml|<p>πολλὰ
τὰ | τὰ | grc | transcription | docs/texts/xml/caes0039.xml|<p>τὰ
ἔτη | ἔτος | grc | transcription | docs/texts/xml/caes0039.xml|<p>ἔτη.
May | May | grc-transl | translation | docs/texts/xml/caes0039.xml|<p>May
the | the | grc-transl | translation | docs/texts/xml/caes0039.xml|<p>the
years | years | grc-transl | translation | docs/texts/xml/caes0039.xml|<p>years
of | of | grc-transl | translation | docs/texts/xml/caes0039.xml|<p>of
the | the | grc-transl | translation | docs/texts/xml/caes0039.xml|<p>the
most | most | grc-transl | translation | docs/texts/xml/caes0039.xml|<p>most
glorious | glorious | grc-transl | translation | docs/texts/xml/caes0039.xml|<p>glorious
proconsul | proconsul | grc-transl | translation | docs/texts/xml/caes0039.xml|<p><rs type="admTitle">proconsul
Andreas | Andreas | grc-transl | translation | docs/texts/xml/caes0039.xml|<p><persName lang="grc " ref="persons.xml#caes0039p01">Andreas
devoted | devoted | grc-transl | translation | docs/texts/xml/caes0039.xml|<p>devoted
to | to | grc-transl | translation | docs/texts/xml/caes0039.xml|<p>to
building | building | grc-transl | translation | docs/texts/xml/caes0039.xml|<p>building
be | be | grc-transl | translation | docs/texts/xml/caes0039.xml|<p>be
many! | many! | grc-transl | translation | docs/texts/xml/caes0039.xml|<p>many!
Κύριε | Κύριε | grc | transcription | docs/texts/xml/caes0040.xml|<p><supplied reason="undefined">Κ</supplied>ύριε
εἰς | εἰς | grc | transcription | docs/texts/xml/caes0040.xml|<p>εἰς
αἰῶνα | αἰών | grc | transcription | docs/texts/xml/caes0040.xml|<p>αἰῶνα
τοῦς | τοῦς | grc | transcription | docs/texts/xml/caes0040.xml|<p>τοῦς
ὀρθωδόξους | ὀρθωδόξους | grc | transcription | docs/texts/xml/caes0040.xml|<p>ὀρθωδόξους
στήριξον | στήριξον | grc | transcription | docs/texts/xml/caes0040.xml|<p>στήριξον.
O | O | grc-transl | translation | docs/texts/xml/caes0040.xml|<p>O
Lord | Lord | grc-transl | translation | docs/texts/xml/caes0040.xml|<p><rs type="divine">Lord
establish | establish | grc-transl | translation | docs/texts/xml/caes0040.xml|<p>establish
the | the | grc-transl | translation | docs/texts/xml/caes0040.xml|<p>the
orthodox | orthodox | grc-transl | translation | docs/texts/xml/caes0040.xml|<p>orthodox
into | into | grc-transl | translation | docs/texts/xml/caes0040.xml|<p>into
eternity! | eternity! | grc-transl | translation | docs/texts/xml/caes0040.xml|<p>eternity!
νικᾷ | νικάω | grc | transcription | docs/texts/xml/caes0041.xml|<p>νικᾷ
ἡ | ὁ | grc | transcription | docs/texts/xml/caes0041.xml|<p>ἡ
τύχη | τύχη | grc | transcription | docs/texts/xml/caes0041.xml|<p>τύχη
τῶν | ὁ | grc | transcription | docs/texts/xml/caes0041.xml|<p><supplied reason="undefined">τῶν</supplied>
ὠμοφόρων | ὠμοφόρων | grc | transcription | docs/texts/xml/caes0041.xml|<p><supplied reason="undefined">ὠμοφόρων</supplied>
κὲ | κὲ | grc | transcription | docs/texts/xml/caes0041.xml|<p>κὲ
σὶ | σὶ | grc | transcription | docs/texts/xml/caes0041.xml|<p>σὶ
Ἀνακίῳ | Ἀνακίῳ | grc | transcription | docs/texts/xml/caes0041.xml|<p>Ἀνακίῳ.
May | May | grc-transl | translation | docs/texts/xml/caes0041.xml|<p>May
the | the | grc-transl | translation | docs/texts/xml/caes0041.xml|<p>the
good | good | grc-transl | translation | docs/texts/xml/caes0041.xml|<p>good
