Text,Lemma,Language,Edition Type,XML Context,File
Δάφνην, Δάφνην, unk, transcription, <p>Δάφνην</p>, docs/texts/xml/caes0126.xml
εὐξάμενος, εὐξάμενος, unk, transcription, <p>εὐξάμενος</p>, docs/texts/xml/caes0126.xml
ἀνέθηκεν, ἀνέθηκεν, unk, transcription, <p><abbr>ἀνέθη</abbr><ex>κεν</ex></p>, docs/texts/xml/caes0126.xml
Kointos, Kointos, unk-transl, translation, <p><persName lang="grc " ref="persons.xml#caes0126p01">Kointos</persName></p>, docs/texts/xml/caes0126.xml
Kaikillios, Kaikillios, unk-transl, translation, <p><persName lang="grc " ref="persons.xml#caes0126p02">Kaikillios</persName></p>, docs/texts/xml/caes0126.xml
--ous, --ous, unk-transl, translation, <p>--ous</p>, docs/texts/xml/caes0126.xml
of, of, unk-transl, translation, <p>of</p>, docs/texts/xml/caes0126.xml
Antioch-by-Daphne, Antioch-by-Daphne, unk-transl, translation, <p>Antioch-by-Daphne</p>, docs/texts/xml/caes0126.xml
a, a, unk-transl, translation, <p>a</p>, docs/texts/xml/caes0126.xml
comic, comic, unk-transl, translation, <p><rs type="occupation">comic</rs></p>, docs/texts/xml/caes0126.xml
actor, actor, unk-transl, translation, <p><rs type="occupation">actor</rs></p>, docs/texts/xml/caes0126.xml
of, of, unk-transl, translation, <p>of</p>, docs/texts/xml/caes0126.xml
leading, leading, unk-transl, translation, <p>leading</p>, docs/texts/xml/caes0126.xml
roles, roles, unk-transl, translation, <p>roles</p>, docs/texts/xml/caes0126.xml
dedicated, dedicated, unk-transl, translation, <p>dedicated</p>, docs/texts/xml/caes0126.xml
this, this, unk-transl, translation, <p>this</p>, docs/texts/xml/caes0126.xml
in, in, unk-transl, translation, <p>in</p>, docs/texts/xml/caes0126.xml
fulfillment, fulfillment, unk-transl, translation, <p>fulfillment</p>, docs/texts/xml/caes0126.xml
of, of, unk-transl, translation, <p>of</p>, docs/texts/xml/caes0126.xml
a, a, unk-transl, translation, <p>a</p>, docs/texts/xml/caes0126.xml
vow, vow, unk-transl, translation, <p>vow</p>, docs/texts/xml/caes0126.xml
Ἀσκ, Ἀσκ, unk, transcription, <p><choice><abbr><unclear>Ἀ</unclear>σκ</abbr></choice></p>, docs/texts/xml/caes0127.xml
Σ, Σ, unk, diplomatic, <p><gap reason="illegible" quantity="3" unit="character"><unclear><unclear><unclear>Σ</unclear></unclear></unclear></gap></p>, docs/texts/xml/caes0128.xml
Ι, Ι, unk, diplomatic, <p><unclear>Ι</unclear></p>, docs/texts/xml/caes0128.xml
ΑΙΦΩ, ΑΙΦΩ, unk, diplomatic, <p>ΑΙΦ<unclear>Ω</unclear></p>, docs/texts/xml/caes0128.xml
ΕΥΤΥΧΩΣ, ΕΥΤΥΧΩΣ, unk, diplomatic, <p><gap reason="illegible" quantity="3" unit="character"><lb><supplied>ΕΥΤΥ</supplied>ΧΩΣ</lb></gap></p>, docs/texts/xml/caes0128.xml
ΑΝΕΘΗΚΕΝ, ΑΝΕΘΗΚΕΝ, unk, diplomatic, <p>ΑΝΕ<supplied>ΘΗΚΕΝ</supplied></p>, docs/texts/xml/caes0128.xml
Κύριος, Κύριος, grc, transcription, <p><expan><abbr>Κ</abbr><ex>ύριος</ex></expan></p>, docs/texts/xml/caes0129.xml
ὁ, ὁ, grc, transcription, <p>ὁ</p>, docs/texts/xml/caes0129.xml
Θεὸς, Θεὸς, grc, transcription, <p><expan><abbr>Θ</abbr><ex>εὸ<abbr>ς</ex></abbr></expan></p>, docs/texts/xml/caes0129.xml
εὐλο, εὐλο, grc, transcription, <p>εὐλο</p>, docs/texts/xml/caes0129.xml
γήσει, γήσει, grc, transcription, <p>γήσει</p>, docs/texts/xml/caes0129.xml
τὸν, τὸν, grc, transcription, <p>τὸν</p>, docs/texts/xml/caes0129.xml
σῖτόν, σῖτόν, grc, transcription, <p>σῖτόν</p>, docs/texts/xml/caes0129.xml
σου, σύ, grc, transcription, <p>σου</p>, docs/texts/xml/caes0129.xml
καὶ, καὶ, grc, transcription, <p>καὶ</p>, docs/texts/xml/caes0129.xml
τὸν, τὸν, grc, transcription, <p>τὸν</p>, docs/texts/xml/caes0129.xml
οἶνόν, οἶνόν, grc, transcription, <p>οἶνόν</p>, docs/texts/xml/caes0129.xml
σου, σύ, grc, transcription, <p>σου</p>, docs/texts/xml/caes0129.xml
καὶ, καὶ, grc, transcription, <p>καὶ</p>, docs/texts/xml/caes0129.xml
τὸ, τὸ, grc, transcription, <p>τὸ</p>, docs/texts/xml/caes0129.xml
ἔλεόν, ἔλεόν, grc, transcription, <p>ἔλεόν</p>, docs/texts/xml/caes0129.xml
σου, σύ, grc, transcription, <p>σου</p>, docs/texts/xml/caes0129.xml
καὶ, καὶ, grc, transcription, <p>καὶ</p>, docs/texts/xml/caes0129.xml
πληθυ, πληθυ, grc, transcription, <p>πληθυ</p>, docs/texts/xml/caes0129.xml
νεῖ, νέω, grc, transcription, <p>νεῖ</p>, docs/texts/xml/caes0129.xml
ἀμήν, ἀμήν, grc, transcription, <p>ἀμήν</p>, docs/texts/xml/caes0129.xml
The, The, grc-transl, translation, <p>The</p>, docs/texts/xml/caes0129.xml
Lord, Lord, grc-transl, translation, <p><rs type="divine">Lord</rs></p>, docs/texts/xml/caes0129.xml
God, God, grc-transl, translation, <p><rs type="divine">God</rs></p>, docs/texts/xml/caes0129.xml
will, will, grc-transl, translation, <p>will</p>, docs/texts/xml/caes0129.xml
bless, bless, grc-transl, translation, <p>bless</p>, docs/texts/xml/caes0129.xml
your, your, grc-transl, translation, <p>your</p>, docs/texts/xml/caes0129.xml
grain, grain, grc-transl, translation, <p>grain</p>, docs/texts/xml/caes0129.xml
and, and, grc-transl, translation, <p>and</p>, docs/texts/xml/caes0129.xml
your, your, grc-transl, translation, <p>your</p>, docs/texts/xml/caes0129.xml
wine, wine, grc-transl, translation, <p>wine</p>, docs/texts/xml/caes0129.xml
and, and, grc-transl, translation, <p>and</p>, docs/texts/xml/caes0129.xml
your, your, grc-transl, translation, <p>your</p>, docs/texts/xml/caes0129.xml
oil, oil, grc-transl, translation, <p>oil</p>, docs/texts/xml/caes0129.xml
and, and, grc-transl, translation, <p>and</p>, docs/texts/xml/caes0129.xml
he, he, grc-transl, translation, <p>he</p>, docs/texts/xml/caes0129.xml
will, will, grc-transl, translation, <p>will</p>, docs/texts/xml/caes0129.xml
multiply, multiply, grc-transl, translation, <p>multiply</p>, docs/texts/xml/caes0129.xml
it, it, grc-transl, translation, <p>it</p>, docs/texts/xml/caes0129.xml
Amen, Amen, grc-transl, translation, <p>Amen</p>, docs/texts/xml/caes0129.xml
ἀπὸ, ἀπὸ, grc, transcription, <p>ἀπὸ</p>, docs/texts/xml/caes0130.xml
καρ­ποῦ, καρ­ποῦ, grc, transcription, <p>καρ­<lb/>ποῦ</p>, docs/texts/xml/caes0130.xml
σίτουκαὶ, σίτουκαὶ, grc, transcription, <p>σίτου<lb/>καὶ</p>, docs/texts/xml/caes0130.xml
οἴνου, οἰνόω, grc, transcription, <p>οἴνου</p>, docs/texts/xml/caes0130.xml
καὶἐλέου, καὶἐλέου, grc, transcription, <p>καὶ<lb/>ἐλέου</p>, docs/texts/xml/caes0130.xml
αὐτῶνἐπληθύν­θησαν, αὐτῶνἐπληθύν­θησαν, grc, transcription, <p>αὐτῶν<lb/>ἐπληθύν­<lb/>θησαν</p>, docs/texts/xml/caes0130.xml
From, From, grc-transl, translation, <p>From</p>, docs/texts/xml/caes0130.xml
the, the, grc-transl, translation, <p>the</p>, docs/texts/xml/caes0130.xml
fruit, fruit, grc-transl, translation, <p>fruit</p>, docs/texts/xml/caes0130.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0130.xml
their, their, grc-transl, translation, <p>their</p>, docs/texts/xml/caes0130.xml
grain, grain, grc-transl, translation, <p>grain</p>, docs/texts/xml/caes0130.xml
and, and, grc-transl, translation, <p>and</p>, docs/texts/xml/caes0130.xml
wine, wine, grc-transl, translation, <p>wine</p>, docs/texts/xml/caes0130.xml
and, and, grc-transl, translation, <p>and</p>, docs/texts/xml/caes0130.xml
oil, oil, grc-transl, translation, <p>oil</p>, docs/texts/xml/caes0130.xml
they, they, grc-transl, translation, <p>they</p>, docs/texts/xml/caes0130.xml
were, were, grc-transl, translation, <p>were</p>, docs/texts/xml/caes0130.xml
multiplied, multiplied, grc-transl, translation, <p>multiplied</p>, docs/texts/xml/caes0130.xml
Κύριε, Κύριε, grc, transcription, <p><abbr>Κ</abbr><ex>ύρι<abbr>ε</ex></abbr></p>, docs/texts/xml/caes0131.xml
ἸἸησοῦ, ἸἸησοῦ, grc, transcription, <p><expan><abbr>Ἰ</abbr><ex>Ἰησο<abbr>ῦ</ex></abbr></expan></p>, docs/texts/xml/caes0131.xml
ΧΧριστὲ, ΧΧριστὲ, grc, transcription, <p><expan><abbr>Χ</abbr><ex>Χριστ<abbr>ὲ</ex></abbr></expan></p>, docs/texts/xml/caes0131.xml
Βοήθει, Βοήθει, grc, transcription, <p><expan><abbr>Β</abbr><ex>οήθ<abbr>ει</ex></abbr></expan></p>, docs/texts/xml/caes0131.xml
τῷ, ὁ, grc, transcription, <p><lb>τῷ</lb></p>, docs/texts/xml/caes0131.xml
δόλῳ, δόλῳ, grc, transcription, <p>δόλῳ</p>, docs/texts/xml/caes0131.xml
σου, σύ, grc, transcription, <p>σου</p>, docs/texts/xml/caes0131.xml
Lord, Lord, grc-transl, translation, <p>Lord</p>, docs/texts/xml/caes0131.xml
Jesus, Jesus, grc-transl, translation, <p>Jesus</p>, docs/texts/xml/caes0131.xml
Christ, Christ, grc-transl, translation, <p>Christ</p>, docs/texts/xml/caes0131.xml
help, help, grc-transl, translation, <p>help</p>, docs/texts/xml/caes0131.xml
your, your, grc-transl, translation, <p>your</p>, docs/texts/xml/caes0131.xml
servant, servant, grc-transl, translation, <p>servant</p>, docs/texts/xml/caes0131.xml
κυριε, κυριε, grc, transcription, <p><g>κ</g><expan><abbr>υ<ex>ριε</expan></abbr></ex></p>, docs/texts/xml/caes0132.xml
Ἰησοῦς, ἰησοῦς, grc, transcription, <p><expan><abbr>Ἰ</abbr><ex>ησοῦ<abbr>ς</ex></abbr></expan></p>, docs/texts/xml/caes0132.xml
Χριστὸς, Χριστὸς, grc, transcription, <p><expan><abbr>Χ</abbr><ex>ριστὸ<abbr>ς</ex></abbr></expan></p>, docs/texts/xml/caes0132.xml
βοήθησοντῷ, βοήθησοντῷ, grc, transcription, <p><lb>βοήθησον<lb/>τῷ</lb></p>, docs/texts/xml/caes0132.xml
διακόνῷΧρυσῷ, διακόνῷΧρυσῷ, grc, transcription, <p>διακόνῷ<lb/>Χρυσῷ</p>, docs/texts/xml/caes0132.xml
τῷ, ὁ, grc, transcription, <p>τῷ</p>, docs/texts/xml/caes0132.xml
φιλοκ, φιλοκ, grc, transcription, <p>φιλο<orig><lb/>κ</orig></p>, docs/texts/xml/caes0132.xml
α, α, grc, transcription, <p><orig><unclear>α</unclear></orig></p>, docs/texts/xml/caes0132.xml
ηνκύριε, ηνκύριε, grc, transcription, <p><gap reason="illegible" quantity="1" unit="charcter"><orig>ην</orig><expan><abbr><gap/>κ<ex>ύρι<abbr>ε</expan></abbr></ex></abbr></gap></p>, docs/texts/xml/caes0132.xml
Lord, Lord, grc-transl, translation, <p>Lord</p>, docs/texts/xml/caes0132.xml
Jesus, Jesus, grc-transl, translation, <p><rs type="divine">Jesus</rs></p>, docs/texts/xml/caes0132.xml
Christ, Christ, grc-transl, translation, <p><rs type="divine">Christ</rs></p>, docs/texts/xml/caes0132.xml
help, help, grc-transl, translation, <p>help</p>, docs/texts/xml/caes0132.xml
the, the, grc-transl, translation, <p>the</p>, docs/texts/xml/caes0132.xml
deacon, deacon, grc-transl, translation, <p><rs type="admTitle">deacon</rs></p>, docs/texts/xml/caes0132.xml
Chrysos, Chrysos, grc-transl, translation, <p><name><persName lang="grc " ref="persons.xml#caes0132p01">Chrysos</persName></name></p>, docs/texts/xml/caes0132.xml
the, the, grc-transl, translation, <p><name>the</name></p>, docs/texts/xml/caes0132.xml
philo-, philo-, grc-transl, translation, <p>philo-</p>, docs/texts/xml/caes0132.xml
Lord!, Lord!, grc-transl, translation, <p>Lord!</p>, docs/texts/xml/caes0132.xml
φωνὴ, φωνὴ, grc, transcription, <p>φωνὴ</p>, docs/texts/xml/caes0133.xml
Κυρίου, Κυρίου, grc, transcription, <p><expan><abbr>Κυ</abbr><ex>ρίου</ex></expan></p>, docs/texts/xml/caes0133.xml
ἐπὶ, ἐπὶ, grc, transcription, <p><lb>ἐπὶ</lb></p>, docs/texts/xml/caes0133.xml
τῶνὑδάτωνὁ, τῶνὑδάτωνὁ, grc, transcription, <p>τῶν<lb/>ὑδάτων<lb/>ὁ</p>, docs/texts/xml/caes0133.xml
Θεὸς, Θεὸς, grc, transcription, <p><expan><abbr>Θ</abbr><ex>εὸ<abbr>ς</ex></abbr></expan></p>, docs/texts/xml/caes0133.xml
τῆς, ὁ, grc, transcription, <p>τῆς</p>, docs/texts/xml/caes0133.xml
δό­ξης, δό­ξης, grc, transcription, <p>δό­<lb/>ξης</p>, docs/texts/xml/caes0133.xml
ἐβρόντη­σεν, ἐβρόντη­σεν, grc, transcription, <p>ἐβρόντη­<lb/>σεν</p>, docs/texts/xml/caes0133.xml
The, The, grc-transl, translation, <p>The</p>, docs/texts/xml/caes0133.xml
voice, voice, grc-transl, translation, <p>voice</p>, docs/texts/xml/caes0133.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0133.xml
the, the, grc-transl, translation, <p>the</p>, docs/texts/xml/caes0133.xml
Lord, Lord, grc-transl, translation, <p>Lord</p>, docs/texts/xml/caes0133.xml
upon, upon, grc-transl, translation, <p>upon</p>, docs/texts/xml/caes0133.xml
the, the, grc-transl, translation, <p>the</p>, docs/texts/xml/caes0133.xml
waters, waters, grc-transl, translation, <p>waters</p>, docs/texts/xml/caes0133.xml
the, the, grc-transl, translation, <p>the</p>, docs/texts/xml/caes0133.xml
God, God, grc-transl, translation, <p>God</p>, docs/texts/xml/caes0133.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0133.xml
glory, glory, grc-transl, translation, <p>glory</p>, docs/texts/xml/caes0133.xml
thundered!, thundered!, grc-transl, translation, <p>thundered!</p>, docs/texts/xml/caes0133.xml
προσφορὰὧν, προσφορὰὧν, grc, transcription, <p>π<lb/>ροσφορὰὧ<lb/>ν</p>, docs/texts/xml/caes0134.xml
ὁ, ὁ, grc, transcription, <p>ὁ</p>, docs/texts/xml/caes0134.xml
Κύριοςγινώσκειτὰ, Κύριοςγινώσκειτὰ, grc, transcription, <p>Κύριος<lb/>γινώσκει<lb/>τὰ</p>, docs/texts/xml/caes0134.xml
ὀνόματα, ὀνόματα, grc, transcription, <p>ὀνόματα</p>, docs/texts/xml/caes0134.xml
An, An, grc-transl, translation, <p>An</p>, docs/texts/xml/caes0134.xml
offering, offering, grc-transl, translation, <p>offering</p>, docs/texts/xml/caes0134.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0134.xml
those, those, grc-transl, translation, <p>those</p>, docs/texts/xml/caes0134.xml
whose, whose, grc-transl, translation, <p>whose</p>, docs/texts/xml/caes0134.xml
names, names, grc-transl, translation, <p>names</p>, docs/texts/xml/caes0134.xml
the, the, grc-transl, translation, <p>the</p>, docs/texts/xml/caes0134.xml
Lord, Lord, grc-transl, translation, <p>Lord</p>, docs/texts/xml/caes0134.xml
knows, knows, grc-transl, translation, <p>knows</p>, docs/texts/xml/caes0134.xml
σῷζε, σώζω, grc, transcription, <p>σῷζε</p>, docs/texts/xml/caes0135.xml
αἰώνιος, αἰώνιος, grc, transcription, <p><gap reason="illegible" quantity="3" unit="character"><lb>αἰώνιος</lb></gap></p>, docs/texts/xml/caes0135.xml
Θεὸς, Θεὸς, grc, transcription, <p>Θεὸς</p>, docs/texts/xml/caes0136.xml
βοήθει, βοήθει, grc, transcription, <p><expan><abbr>βο</abbr><ex>ήθει</ex></expan></p>, docs/texts/xml/caes0136.xml
Βερνίκι, Βερνίκι, grc, transcription, <p><lb>Βερνίκι</lb></p>, docs/texts/xml/caes0136.xml
God, God, grc-transl, translation, <p>God</p>, docs/texts/xml/caes0136.xml
help, help, grc-transl, translation, <p>help</p>, docs/texts/xml/caes0136.xml
Bernike, Bernike, grc-transl, translation, <p><name><persName lang="grc " ref="persons.xml#caes0136p01">Bernike</persName></name></p>, docs/texts/xml/caes0136.xml
εἷς, εἷς, grc, transcription, <p>εἷς</p>, docs/texts/xml/caes0137.xml
ΘεὸςἸούδα, ΘεὸςἸούδα, grc, transcription, <p>Θεὸς<lb/>Ἰούδα</p>, docs/texts/xml/caes0137.xml
βόθι, βόθι, grc, transcription, <p>βόθι</p>, docs/texts/xml/caes0137.xml
πρεσβυτέρῳ, πρεσβυτέρῳ, grc, transcription, <p><expan><abbr>πρεσ</abbr><ex>βυτέρῳ</ex></expan></p>, docs/texts/xml/caes0137.xml
ἔτους, ἔτος, grc, transcription, <p><expan><abbr>ἔτ</abbr><ex>ους</ex></expan></p>, docs/texts/xml/caes0137.xml
αού, αού, grc, transcription, <p>αού</p>, docs/texts/xml/caes0137.xml
God, God, grc-transl, translation, <p>God</p>, docs/texts/xml/caes0137.xml
is, is, grc-transl, translation, <p>is</p>, docs/texts/xml/caes0137.xml
one!, one!, grc-transl, translation, <p>one!</p>, docs/texts/xml/caes0137.xml
May, May, grc-transl, translation, <p>May</p>, docs/texts/xml/caes0137.xml
he, he, grc-transl, translation, <p>he</p>, docs/texts/xml/caes0137.xml
help, help, grc-transl, translation, <p>help</p>, docs/texts/xml/caes0137.xml
Iouda, Iouda, grc-transl, translation, <p><name><persName lang="hbo " ref="persons.xml#caes0137p01">Iouda</persName></name></p>, docs/texts/xml/caes0137.xml
the, the, grc-transl, translation, <p><name>the</name></p>, docs/texts/xml/caes0137.xml
elder, elder, grc-transl, translation, <p>elder</p>, docs/texts/xml/caes0137.xml
In, In, grc-transl, translation, <p>In</p>, docs/texts/xml/caes0137.xml
the, the, grc-transl, translation, <p>the</p>, docs/texts/xml/caes0137.xml
year, year, grc-transl, translation, <p>year</p>, docs/texts/xml/caes0137.xml
471, 471, grc-transl, translation, <p>471</p>, docs/texts/xml/caes0137.xml
εἷς, εἷς, grc, transcription, <p>εἷς</p>, docs/texts/xml/caes0138.xml
Θεὸςβόηθι, Θεὸςβόηθι, grc, transcription, <p>Θεὸς<lb/>βόηθι</p>, docs/texts/xml/caes0138.xml
Μα­ρίνῳ, Μα­ρίνῳ, grc, transcription, <p>Μα­<lb/>ρίνῳ</p>, docs/texts/xml/caes0138.xml
God, God, grc-transl, translation, <p>God</p>, docs/texts/xml/caes0138.xml
is, is, grc-transl, translation, <p>is</p>, docs/texts/xml/caes0138.xml
one!, one!, grc-transl, translation, <p>one!</p>, docs/texts/xml/caes0138.xml
May, May, grc-transl, translation, <p>May</p>, docs/texts/xml/caes0138.xml
he, he, grc-transl, translation, <p>he</p>, docs/texts/xml/caes0138.xml
help, help, grc-transl, translation, <p>help</p>, docs/texts/xml/caes0138.xml
Marinos, Marinos, grc-transl, translation, <p><name><persName lang="grc " ref="persons.xml#caes0138p01">Marinos</persName></name></p>, docs/texts/xml/caes0138.xml
!, !, grc-transl, translation, <p><name>!</name></p>, docs/texts/xml/caes0138.xml
εἷς, εἷς, grc, transcription, <p><supplied>ε</supplied>ἷς</p>, docs/texts/xml/caes0139.xml
Θεὸς, Θεὸς, grc, transcription, <p>Θεὸς</p>, docs/texts/xml/caes0139.xml
βοήθει, βοήθει, grc, transcription, <p>βο<supplied>ήθει</supplied></p>, docs/texts/xml/caes0139.xml
God, God, grc-transl, translation, <p>God</p>, docs/texts/xml/caes0139.xml
is, is, grc-transl, translation, <p>is</p>, docs/texts/xml/caes0139.xml
One!, One!, grc-transl, translation, <p>One!</p>, docs/texts/xml/caes0139.xml
May, May, grc-transl, translation, <p>May</p>, docs/texts/xml/caes0139.xml
he, he, grc-transl, translation, <p>he</p>, docs/texts/xml/caes0139.xml
help!, help!, grc-transl, translation, <p>help!</p>, docs/texts/xml/caes0139.xml
εἷς, εἷς, grc, transcription, <p>εἷς</p>, docs/texts/xml/caes0140.xml
Θεὸς, Θεὸς, grc, transcription, <p>Θεὸς</p>, docs/texts/xml/caes0140.xml
God, God, grc-transl, translation, <p>God</p>, docs/texts/xml/caes0140.xml
is, is, grc-transl, translation, <p>is</p>, docs/texts/xml/caes0140.xml
One!, One!, grc-transl, translation, <p>One!</p>, docs/texts/xml/caes0140.xml
των, των, grc, transcription, <p><gap reason="illegible" quantity="2" unit="character">των</gap></p>, docs/texts/xml/caes0141.xml
ἠρίνη, ἠρίνη, grc, transcription, <p>ἠρί<hi>νη</hi></p>, docs/texts/xml/caes0141.xml
ἐπὶ, ἐπὶ, grc, transcription, <p>ἐπὶ</p>, docs/texts/xml/caes0141.xml
το, το, grc, transcription, <p>το</p>, docs/texts/xml/caes0141.xml
ις, ις, grc, transcription, <p><gap reason="illegible" quantity="2" unit="character">ις</gap></p>, docs/texts/xml/caes0142.xml
μοῦ, ἐγώ, grc, transcription, <p>μοῦ</p>, docs/texts/xml/caes0142.xml
ὅτι, ὅστις, grc, transcription, <p>ὅτι</p>, docs/texts/xml/caes0142.xml
ἔ, ἒ, grc, transcription, <p>ἔ</p>, docs/texts/xml/caes0142.xml
σωσέν, σωσέν, grc, transcription, <p><lb><supplied reason="undefined">σωσέν</supplied></lb></p>, docs/texts/xml/caes0142.xml
με, ἐγώ, grc, transcription, <p>με</p>, docs/texts/xml/caes0142.xml
ἡ, ὁ, grc, transcription, <p>ἡ</p>, docs/texts/xml/caes0142.xml
δεξιά, δεξιά, grc, transcription, <p>δεξιά</p>, docs/texts/xml/caes0142.xml
σου, σύ, grc, transcription, <p>σου</p>, docs/texts/xml/caes0142.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0142.xml
mine, mine, grc-transl, translation, <p>mine</p>, docs/texts/xml/caes0142.xml
because, because, grc-transl, translation, <p>because</p>, docs/texts/xml/caes0142.xml
your, your, grc-transl, translation, <p>your</p>, docs/texts/xml/caes0142.xml
right, right, grc-transl, translation, <p>right</p>, docs/texts/xml/caes0142.xml
hand, hand, grc-transl, translation, <p>hand</p>, docs/texts/xml/caes0142.xml
preserved, preserved, grc-transl, translation, <p>preserved</p>, docs/texts/xml/caes0142.xml
me, me, grc-transl, translation, <p>me</p>, docs/texts/xml/caes0142.xml
ἐξουσιάζιν, ἐξουσιάζιν, grc, transcription, <p>ἐξουσιάζιν</p>, docs/texts/xml/caes0143.xml
π, π, grc, transcription, <p><unclear>π</unclear></p>, docs/texts/xml/caes0143.xml
ᾶσι, ᾶσι, grc, transcription, <p><supplied reason="undefined">ᾶσι</supplied></p>, docs/texts/xml/caes0143.xml
τοῖς, ὁ, grc, transcription, <p><supplied reason="undefined">τοῖς</supplied></p>, docs/texts/xml/caes0143.xml
ἀπογενησ, ἀπογενησ, grc, transcription, <p><lb>ἀπογενη<unclear>σ</unclear></lb></p>, docs/texts/xml/caes0143.xml
ομένοις, ομένοις, grc, transcription, <p><supplied reason="undefined">ομένοις</supplied></p>, docs/texts/xml/caes0143.xml
ἐνγὺς, ἐνγὺς, grc, transcription, <p><lb>ἐνγὺ<supplied>ς</supplied></lb></p>, docs/texts/xml/caes0143.xml
τεθῆναι, τίθημι, grc, transcription, <p><supplied reason="undefined">τεθῆναι</supplied></p>, docs/texts/xml/caes0143.xml
It, It, grc-transl, translation, <p>It</p>, docs/texts/xml/caes0143.xml
is, is, grc-transl, translation, <p>is</p>, docs/texts/xml/caes0143.xml
permitted, permitted, grc-transl, translation, <p>permitted</p>, docs/texts/xml/caes0143.xml
for, for, grc-transl, translation, <p>for</p>, docs/texts/xml/caes0143.xml
all, all, grc-transl, translation, <p>all</p>, docs/texts/xml/caes0143.xml
my, my, grc-transl, translation, <p>my</p>, docs/texts/xml/caes0143.xml
descendents, descendents, grc-transl, translation, <p>descendents</p>, docs/texts/xml/caes0143.xml
to, to, grc-transl, translation, <p>to</p>, docs/texts/xml/caes0143.xml
be, be, grc-transl, translation, <p>be</p>, docs/texts/xml/caes0143.xml
buried, buried, grc-transl, translation, <p>buried</p>, docs/texts/xml/caes0143.xml
nearby, nearby, grc-transl, translation, <p>nearby</p>, docs/texts/xml/caes0143.xml
κη, πη, grc, transcription, <p><gap reason="illegible" quantity="3" unit="character"><unclear>κ</unclear>η</gap></p>, docs/texts/xml/caes0144.xml
πεδαρικὴ, πεδαρικὴ, grc, transcription, <p>πεδαρικὴ</p>, docs/texts/xml/caes0144.xml
ερουγα, ερουγα, grc, transcription, <p><gap reason="illegible" quantity="3" unit="character">ερ<hi>ουγα</hi></gap></p>, docs/texts/xml/caes0144.xml
μεγά­, μεγά­, grc, transcription, <p>μεγά­</p>, docs/texts/xml/caes0144.xml
λη, λη, grc, transcription, <p><supplied reason="undefined">λη</supplied></p>, docs/texts/xml/caes0144.xml
ἐ, ἐ, grc, transcription, <p><supplied reason="undefined">ἐ</supplied></p>, docs/texts/xml/caes0144.xml
παρχικοῦ, παρχικοῦ, grc, transcription, <p><unclear>π</unclear>αρχικοῦ</p>, docs/texts/xml/caes0144.xml
pertaining, pertaining, grc-transl, translation, <p>pertaining</p>, docs/texts/xml/caes0144.xml
to, to, grc-transl, translation, <p>to</p>, docs/texts/xml/caes0144.xml
slaves, slaves, grc-transl, translation, <p>slaves</p>, docs/texts/xml/caes0144.xml
the, the, grc-transl, translation, <p>the</p>, docs/texts/xml/caes0144.xml
great, great, grc-transl, translation, <p>great</p>, docs/texts/xml/caes0144.xml
of, of, grc-transl, translation, <p>of</p>, docs/texts/xml/caes0144.xml
the, the, grc-transl, translation, <p>the</p>, docs/texts/xml/caes0144.xml
prefect, prefect, grc-transl, translation, <p><rs type="admTitle">prefect</rs></p>, docs/texts/xml/caes0144.xml
s, s, grc-transl, translation, <p>s</p>, docs/texts/xml/caes0144.xml
Tiberio, Tiberio, la, transcription, <p><expan><abbr>Ti</abbr><ex>berio</ex></expan></p>, docs/texts/xml/caes0145.xml
Claudio, Claudio, la, transcription, <p><expan><abbr>Cl</abbr><ex>audio</ex></expan></p>, docs/texts/xml/caes0145.xml
Italico, Italico, la, transcription, <p>Italico</p>, docs/texts/xml/caes0145.xml
primus, primus, la, transcription, <p><expan><abbr>p</abbr><ex>rimus</ex></expan></p>, docs/texts/xml/caes0145.xml
pilus, pilus, la, transcription, <p><expan><abbr>p</abbr><ex>ilus</ex></expan></p>, docs/texts/xml/caes0145.xml
To, To, la-transl, translation, <p>To</p>, docs/texts/xml/caes0145.xml
Tiberius, Tiberius, la-transl, translation, <p><name><persName lang="la " ref="persons.xml#caes0145p01" nymRef="names.xml#caes0145n01">Tiberius</persName></name></p>, docs/texts/xml/caes0145.xml
Claudius, Claudius, la-transl, translation, <p><name><persName lang="la " ref="persons.xml#caes0145p02" nymRef="names.xml#caes0145n02">Claudius</persName></name></p>, docs/texts/xml/caes0145.xml
Italicus, Italicus, la-transl, translation, <p><name><persName lang="la " ref="persons.xml#caes0145p03" nymRef="names.xml#caes0145n03">Italicus</persName></name></p>, docs/texts/xml/caes0145.xml
primuspilus, primuspilus, la-transl, translation, <p><name>primuspilus</name></p>, docs/texts/xml/caes0145.xml
Dis, dives, la, transcription, <p><expan><abbr>D</abbr><ex>is</ex></expan></p>, docs/texts/xml/caes0146.xml
Manibus, manus, la, transcription, <p><expan><abbr>M</abbr><ex>anibus</ex></expan></p>, docs/texts/xml/caes0146.xml
Fl, Fl, la, transcription, <p><lb><expan><abbr><unclear>F</unclear>l</abbr></expan></lb></p>, docs/texts/xml/caes0146.xml
